route,policy,slice,n,rmse,rmse_base
post_mode,cohort_year,2025,3024,0.0678226048,0.0671263704
post_mode,cohort_year,new,9068,0.0703665736,0.0704712639
post_mode,cohort_year,shared,1508,0.0518516974,0.0513951813
post_mode,cohort_year,new2025,1516,0.0806295657,0.0797533421
post_mode,cohort_year,shared2025,1508,0.0518516974,0.0513951813
post_mode,cohort_year,new2025_near,1408,0.0799781675,0.0789108893
post_mode,cohort_year,new2025_far,18,0.0909399641,0.0931731510
post_mode,cohort_year,shared2025_near,1431,0.0518068378,0.0513532772
post_mode,cohort_year,shared2025_far,10,0.0969258740,0.0973607376
post_mode,cohort_year,source_s2,4693,0.0661087628,0.0665003066
post_mode,cohort_year,source_landsat,4065,0.0717531080,0.0710960435
post_mode,cohort_year,source_modis,1818,0.0642951593,0.0651471604
post_mode,cohort_year_dist,all,10576,0.0680816051,0.0680787938
post_mode,cohort_year_dist,near,6890,0.0665589834,0.0662006592
post_mode,cohort_year_dist,mid,1711,0.0717709013,0.0729940242
post_mode,cohort_year_dist,far,1975,0.0700235955,0.0700986011
post_mode,cohort_year_dist,history,7552,0.0681850391,0.0684564515
post_mode,cohort_year_dist,2025,3024,0.0678226048,0.0671263704
post_mode,cohort_year_dist,new,9068,0.0704187984,0.0704712639
post_mode,cohort_year_dist,shared,1508,0.0518516974,0.0513951813
post_mode,cohort_year_dist,new2025,1516,0.0806295657,0.0797533421
post_mode,cohort_year_dist,shared2025,1508,0.0518516974,0.0513951813
post_mode,cohort_year_dist,new2025_near,1408,0.0799781675,0.0789108893
post_mode,cohort_year_dist,new2025_far,18,0.0909399641,0.0931731510
post_mode,cohort_year_dist,shared2025_near,1431,0.0518068378,0.0513532772
post_mode,cohort_year_dist,shared2025_far,10,0.0969258740,0.0973607376
post_mode,cohort_year_dist,source_s2,4693,0.0661144085,0.0665003066
post_mode,cohort_year_dist,source_landsat,4065,0.0718542445,0.0710960435
post_mode,cohort_year_dist,source_modis,1818,0.0643128194,0.0651471604
post_mode,new2025_0.45,all,10576,0.0679718143,0.0680787938
post_mode,new2025_0.45,near,6890,0.0663319190,0.0662006592
post_mode,new2025_0.45,mid,1711,0.0717754441,0.0729940242
post_mode,new2025_0.45,far,1975,0.0701998446,0.0700986011
post_mode,new2025_0.45,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.45,2025,3024,0.0675996452,0.0671263704
post_mode,new2025_0.45,new,9068,0.0702742720,0.0704712639
post_mode,new2025_0.45,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.45,new2025,1516,0.0801466054,0.0797533421
post_mode,new2025_0.45,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.45,new2025_near,1408,0.0794492430,0.0789108893
post_mode,new2025_0.45,new2025_far,18,0.0912564197,0.0931731510
post_mode,new2025_0.45,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.45,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.45,source_s2,4693,0.0661005539,0.0665003066
post_mode,new2025_0.45,source_landsat,4065,0.0716522506,0.0710960435
post_mode,new2025_0.45,source_modis,1818,0.0641777678,0.0651471604
post_mode,new2025_0.50,all,10576,0.0679957811,0.0680787938
post_mode,new2025_0.50,near,6890,0.0663704212,0.0662006592
post_mode,new2025_0.50,mid,1711,0.0717740873,0.0729940242
post_mode,new2025_0.50,far,1975,0.0701983800,0.0700986011
post_mode,new2025_0.50,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.50,2025,3024,0.0676838892,0.0671263704
post_mode,new2025_0.50,new,9068,0.0703013082,0.0704712639
post_mode,new2025_0.50,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.50,new2025,1516,0.0802883048,0.0797533421
post_mode,new2025_0.50,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.50,new2025_near,1408,0.0796064357,0.0789108893
post_mode,new2025_0.50,new2025_far,18,0.0911327161,0.0931731510
post_mode,new2025_0.50,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.50,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.50,source_s2,4693,0.0661015730,0.0665003066
post_mode,new2025_0.50,source_landsat,4065,0.0716915851,0.0710960435
post_mode,new2025_0.50,source_modis,1818,0.0642245123,0.0651471604
post_mode,new2025_0.55,all,10576,0.0680230577,0.0680787938
post_mode,new2025_0.55,near,6890,0.0664136799,0.0662006592
post_mode,new2025_0.55,mid,1711,0.0717741189,0.0729940242
post_mode,new2025_0.55,far,1975,0.0701971324,0.0700986011
post_mode,new2025_0.55,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.55,2025,3024,0.0677796763,0.0671263704
post_mode,new2025_0.55,new,9068,0.0703320770,0.0704712639
post_mode,new2025_0.55,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.55,new2025,1516,0.0804493302,0.0797533421
post_mode,new2025_0.55,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.55,new2025_near,1408,0.0797827862,0.0789108893
post_mode,new2025_0.55,new2025_far,18,0.0910272098,0.0931731510
post_mode,new2025_0.55,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.55,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.55,source_s2,4693,0.0661067142,0.0665003066
post_mode,new2025_0.55,source_landsat,4065,0.0717325435,0.0710960435
post_mode,new2025_0.55,source_modis,1818,0.0642766026,0.0651471604
post_mode,new2025_0.60,all,10576,0.0680536402,0.0680787938
post_mode,new2025_0.60,near,6890,0.0664616856,0.0662006592
post_mode,new2025_0.60,mid,1711,0.0717755389,0.0729940242
post_mode,new2025_0.60,far,1975,0.0701961017,0.0700986011
post_mode,new2025_0.60,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.60,2025,3024,0.0678869575,0.0671263704
post_mode,new2025_0.60,new,9068,0.0703665736,0.0704712639
post_mode,new2025_0.60,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.60,new2025,1516,0.0806295657,0.0797533421
post_mode,new2025_0.60,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.60,new2025_near,1408,0.0799781675,0.0789108893
post_mode,new2025_0.60,new2025_far,18,0.0909399641,0.0931731510
post_mode,new2025_0.60,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.60,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.60,source_s2,4693,0.0661159763,0.0665003066
post_mode,new2025_0.60,source_landsat,4065,0.0717751229,0.0710960435
post_mode,new2025_0.60,source_modis,1818,0.0643340255,0.0651471604
post_mode,new2025_0.65,all,10576,0.0680875242,0.0680787938
post_mode,new2025_0.65,near,6890,0.0665144280,0.0662006592
post_mode,new2025_0.65,mid,1711,0.0717783471,0.0729940242
post_mode,new2025_0.65,far,1975,0.0701952881,0.0700986011
post_mode,new2025_0.65,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.65,2025,3024,0.0680056784,0.0671263704
post_mode,new2025_0.65,new,9068,0.0704047926,0.0704712639
post_mode,new2025_0.65,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.65,new2025,1516,0.0808288830,0.0797533421
post_mode,new2025_0.65,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.65,new2025_near,1408,0.0801924406,0.0789108893
post_mode,new2025_0.65,new2025_far,18,0.0908710316,0.0931731510
post_mode,new2025_0.65,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.65,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.65,source_s2,4693,0.0661293577,0.0665003066
post_mode,new2025_0.65,source_landsat,4065,0.0718193206,0.0710960435
post_mode,new2025_0.65,source_modis,1818,0.0643967670,0.0651471604
post_mode,new2025_0.70,all,10576,0.0681247046,0.0680787938
post_mode,new2025_0.70,near,6890,0.0665718960,0.0662006592
post_mode,new2025_0.70,mid,1711,0.0717825434,0.0729940242
post_mode,new2025_0.70,far,1975,0.0701946916,0.0700986011
post_mode,new2025_0.70,history,7552,0.0681202696,0.0684564515
post_mode,new2025_0.70,2025,3024,0.0681357792,0.0671263704
post_mode,new2025_0.70,new,9068,0.0704467279,0.0704712639
post_mode,new2025_0.70,shared,1508,0.0520202979,0.0513951813
post_mode,new2025_0.70,new2025,1516,0.0810471412,0.0797533421
post_mode,new2025_0.70,shared2025,1508,0.0520202979,0.0513951813
post_mode,new2025_0.70,new2025_near,1408,0.0804254546,0.0789108893
post_mode,new2025_0.70,new2025_far,18,0.0908204539,0.0931731510
post_mode,new2025_0.70,shared2025_near,1431,0.0519771969,0.0513532772
post_mode,new2025_0.70,shared2025_far,10,0.0969101508,0.0973607376
post_mode,new2025_0.70,source_s2,4693,0.0661468559,0.0665003066
post_mode,new2025_0.70,source_landsat,4065,0.0718651334,0.0710960435
post_mode,new2025_0.70,source_modis,1818,0.0644648114,0.0651471604
post_mode,dist_new2025_0.50,all,10576,0.0680855252,0.0680787938
post_mode,dist_new2025_0.50,near,6890,0.0665635387,0.0662006592
post_mode,dist_new2025_0.50,mid,1711,0.0717740873,0.0729940242
post_mode,dist_new2025_0.50,far,1975,0.0700260711,0.0700986011
post_mode,dist_new2025_0.50,history,7552,0.0681850391,0.0684564515
post_mode,dist_new2025_0.50,2025,3024,0.0678363662,0.0671263704
post_mode,dist_new2025_0.50,new,9068,0.0703535813,0.0704712639
post_mode,dist_new2025_0.50,shared,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.50,new2025,1516,0.0802883048,0.0797533421
post_mode,dist_new2025_0.50,shared2025,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.50,new2025_near,1408,0.0796064357,0.0789108893
post_mode,dist_new2025_0.50,new2025_far,18,0.0911327161,0.0931731510
post_mode,dist_new2025_0.50,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,dist_new2025_0.50,shared2025_far,10,0.0969532272,0.0973607376
post_mode,dist_new2025_0.50,source_s2,4693,0.0661314330,0.0665003066
post_mode,dist_new2025_0.50,source_landsat,4065,0.0718375745,0.0710960435
post_mode,dist_new2025_0.50,source_modis,1818,0.0643334136,0.0651471604
post_mode,dist_new2025_0.55,all,10576,0.0681127659,0.0680787938
post_mode,dist_new2025_0.55,near,6890,0.0666066719,0.0662006592
post_mode,dist_new2025_0.55,mid,1711,0.0717741189,0.0729940242
post_mode,dist_new2025_0.55,far,1975,0.0700248204,0.0700986011
post_mode,dist_new2025_0.55,history,7552,0.0681850391,0.0684564515
post_mode,dist_new2025_0.55,2025,3024,0.0679319382,0.0671263704
post_mode,dist_new2025_0.55,new,9068,0.0703843273,0.0704712639
post_mode,dist_new2025_0.55,shared,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.55,new2025,1516,0.0804493302,0.0797533421
post_mode,dist_new2025_0.55,shared2025,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.55,new2025_near,1408,0.0797827862,0.0789108893
post_mode,dist_new2025_0.55,new2025_far,18,0.0910272098,0.0931731510
post_mode,dist_new2025_0.55,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,dist_new2025_0.55,shared2025_far,10,0.0969532272,0.0973607376
post_mode,dist_new2025_0.55,source_s2,4693,0.0661365718,0.0665003066
post_mode,dist_new2025_0.55,source_landsat,4065,0.0718784497,0.0710960435
post_mode,dist_new2025_0.55,source_modis,1818,0.0643854157,0.0651471604
post_mode,dist_new2025_0.60,all,10576,0.0681433081,0.0680787938
post_mode,dist_new2025_0.60,near,6890,0.0666545386,0.0662006592
post_mode,dist_new2025_0.60,mid,1711,0.0717755389,0.0729940242
post_mode,dist_new2025_0.60,far,1975,0.0700237872,0.0700986011
post_mode,dist_new2025_0.60,history,7552,0.0681850391,0.0684564515
post_mode,dist_new2025_0.60,2025,3024,0.0680389793,0.0671263704
post_mode,dist_new2025_0.60,new,9068,0.0704187984,0.0704712639
post_mode,dist_new2025_0.60,shared,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.60,new2025,1516,0.0806295657,0.0797533421
post_mode,dist_new2025_0.60,shared2025,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.60,new2025_near,1408,0.0799781675,0.0789108893
post_mode,dist_new2025_0.60,new2025_far,18,0.0909399641,0.0931731510
post_mode,dist_new2025_0.60,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,dist_new2025_0.60,shared2025_far,10,0.0969532272,0.0973607376
post_mode,dist_new2025_0.60,source_s2,4693,0.0661458298,0.0665003066
post_mode,dist_new2025_0.60,source_landsat,4065,0.0719209427,0.0710960435
post_mode,dist_new2025_0.60,source_modis,1818,0.0644427417,0.0651471604
post_mode,dist_new2025_0.65,all,10576,0.0681771475,0.0680787938
post_mode,dist_new2025_0.65,near,6890,0.0667071285,0.0662006592
post_mode,dist_new2025_0.65,mid,1711,0.0717783471,0.0729940242
post_mode,dist_new2025_0.65,far,1975,0.0700229716,0.0700986011
post_mode,dist_new2025_0.65,history,7552,0.0681850391,0.0684564515
post_mode,dist_new2025_0.65,2025,3024,0.0681574354,0.0671263704
post_mode,dist_new2025_0.65,new,9068,0.0704569890,0.0704712639
post_mode,dist_new2025_0.65,shared,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.65,new2025,1516,0.0808288830,0.0797533421
post_mode,dist_new2025_0.65,shared2025,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.65,new2025_near,1408,0.0801924406,0.0789108893
post_mode,dist_new2025_0.65,new2025_far,18,0.0908710316,0.0931731510
post_mode,dist_new2025_0.65,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,dist_new2025_0.65,shared2025_far,10,0.0969532272,0.0973607376
post_mode,dist_new2025_0.65,source_s2,4693,0.0661592051,0.0665003066
post_mode,dist_new2025_0.65,source_landsat,4065,0.0719650508,0.0710960435
post_mode,dist_new2025_0.65,source_modis,1818,0.0645053774,0.0651471604
post_mode,dist_new2025_0.70,all,10576,0.0682142791,0.0680787938
post_mode,dist_new2025_0.70,near,6890,0.0667644306,0.0662006592
post_mode,dist_new2025_0.70,mid,1711,0.0717825434,0.0729940242
post_mode,dist_new2025_0.70,far,1975,0.0700223736,0.0700986011
post_mode,dist_new2025_0.70,history,7552,0.0681850391,0.0684564515
post_mode,dist_new2025_0.70,2025,3024,0.0682872472,0.0671263704
post_mode,dist_new2025_0.70,new,9068,0.0704988932,0.0704712639
post_mode,dist_new2025_0.70,shared,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.70,new2025,1516,0.0810471412,0.0797533421
post_mode,dist_new2025_0.70,shared2025,1508,0.0524170625,0.0513951813
post_mode,dist_new2025_0.70,new2025_near,1408,0.0804254546,0.0789108893
post_mode,dist_new2025_0.70,new2025_far,18,0.0908204539,0.0931731510
post_mode,dist_new2025_0.70,shared2025_near,1431,0.0523950127,0.0513532772
post_mode,dist_new2025_0.70,shared2025_far,10,0.0969532272,0.0973607376
post_mode,dist_new2025_0.70,source_s2,4693,0.0661766954,0.0665003066
post_mode,dist_new2025_0.70,source_landsat,4065,0.0720107710,0.0710960435
post_mode,dist_new2025_0.70,source_modis,1818,0.0645733074,0.0651471604
