group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved,train_n
group_aoi,2,3,ridge100,0.08,675,0.052086174496172685,0.051111738380255366,0.0009744361159173195,0,1969
group_aoi,2,1,hgb8,0.02,542,0.05951596779812073,0.059317013075172995,0.00019895472294773758,0,2102
group_aoi,2,1,hgb8,0.04,542,0.059574816417496144,0.059317013075172995,0.0002578033423231499,0,2102
group_aoi,2,1,hgb8,0.06,542,0.05956710573914045,0.059317013075172995,0.0002500926639674578,0,2102
group_aoi,2,1,hgb8,0.08,542,0.05956710573914045,0.059317013075172995,0.0002500926639674578,0,2102
group_aoi,2,2,hgb8,0.02,654,0.06729272973179797,0.06756143900744452,-0.0002687092756465531,1,1990
group_aoi,2,2,hgb8,0.04,654,0.06726632166349185,0.06756143900744452,-0.0002951173439526694,1,1990
group_aoi,2,2,hgb8,0.06,654,0.06726148861947465,0.06756143900744452,-0.0002999503879698717,1,1990
group_aoi,2,2,hgb8,0.08,654,0.06726148861947465,0.06756143900744452,-0.0002999503879698717,1,1990
group_aoi,2,3,hgb8,0.02,675,0.05131357540063331,0.051111738380255366,0.0002018370203779457,0,1969
group_aoi,2,3,hgb8,0.04,675,0.05139875119855109,0.051111738380255366,0.000287012818295726,0,1969
group_aoi,2,3,hgb8,0.06,675,0.05139875119855109,0.051111738380255366,0.000287012818295726,0,1969
group_aoi,2,3,hgb8,0.08,675,0.05139875119855109,0.051111738380255366,0.000287012818295726,0,1969
group_aoi,2,1,hgb16,0.02,542,0.0597715150334989,0.059317013075172995,0.00045450195832590773,0,2102
group_aoi,2,1,hgb16,0.04,542,0.059785910019233446,0.059317013075172995,0.00046889694406045124,0,2102
group_aoi,2,1,hgb16,0.06,542,0.05977840585167376,0.059317013075172995,0.00046139277650076443,0,2102
group_aoi,2,1,hgb16,0.08,542,0.05977840585167376,0.059317013075172995,0.00046139277650076443,0,2102
group_aoi,2,2,hgb16,0.02,654,0.06728143049211355,0.06756143900744452,-0.0002800085153309706,1,1990
