radius,method,pred,seed,n,rmse
16,mean,bucket_0_0,0,2644,0.0695830375584099
16,mean,bucket_0_0,1,2644,0.06172298114261614
16,mean,bucket_0_0,2,2644,0.06417969981502238
16,mean,bucket_0_0,70404,2644,0.06713525181000239
16,mean,bucket_0_0,-1,10576,0.065722335284372
16,mean,bucket_0_0.005,0,2644,0.06958143521636832
16,mean,bucket_0_0.005,1,2644,0.06172658173705349
16,mean,bucket_0_0.005,2,2644,0.06418566195267733
16,mean,bucket_0_0.005,70404,2644,0.06714392950990242
16,mean,bucket_0_0.005,-1,10576,0.06572642826528177
16,mean,bucket_0_0.01,0,2644,0.06958006077613278
16,mean,bucket_0_0.01,1,2644,0.06173057142163032
16,mean,bucket_0_0.01,2,2644,0.06419195866025565
16,mean,bucket_0_0.01,70404,2644,0.06715291792551958
16,mean,bucket_0_0.01,-1,10576,0.06573083418039602
16,mean,bucket_0_0.02,0,2644,0.06957799565286389
16,mean,bucket_0_0.02,1,2644,0.061739717752125216
16,mean,bucket_0_0.02,2,2644,0.0642055553862125
16,mean,bucket_0_0.02,70404,2644,0.06717182640066265
16,mean,bucket_0_0.02,-1,10576,0.06574058455709607
16,mean,bucket_0_0.03,0,2644,0.0695768422697806
16,mean,bucket_0_0.03,1,2644,0.06175041944266452
16,mean,bucket_0_0.03,2,2644,0.06422048914312693
16,mean,bucket_0_0.03,70404,2644,0.06719197618659536
16,mean,bucket_0_0.03,-1,10576,0.06575158585772174
16,mean,bucket_0_0.05,0,2644,0.06957727086969562
16,mean,bucket_0_0.05,1,2644,0.06177648555313192
16,mean,bucket_0_0.05,2,2644,0.06425436393739174
16,mean,bucket_0_0.05,70404,2644,0.06723599515801501
16,mean,bucket_0_0.05,-1,10576,0.06577733864876778
16,mean,bucket_0.005_0,0,2644,0.0695919626229259
16,mean,bucket_0.005_0,1,2644,0.06173953444544739
16,mean,bucket_0.005_0,2,2644,0.06419190402531894
16,mean,bucket_0.005_0,70404,2644,0.06713707725227296
16,mean,bucket_0.005_0,-1,10576,0.06573202997706812
16,mean,bucket_0.005_0.005,0,2644,0.069590360486387
16,mean,bucket_0.005_0.005,1,2644,0.06174313407456721
16,mean,bucket_0.005_0.005,2,2644,0.06419786502955332
16,mean,bucket_0.005_0.005,70404,2644,0.06714575471625873
16,mean,bucket_0.005_0.005,-1,10576,0.06573612235434945
16,mean,bucket_0.005_0.01,0,2644,0.06958898622243295
16,mean,bucket_0.005_0.01,1,2644,0.06174712268964311
16,mean,bucket_0.005_0.01,2,2644,0.06420416054033683
16,mean,bucket_0.005_0.01,70404,2644,0.06715474288757875
16,mean,bucket_0.005_0.01,-1,10576,0.06574052761976806
16,mean,bucket_0.005_0.02,0,2644,0.06958692136404354
16,mean,bucket_0.005_0.02,1,2644,0.06175626656883431
16,mean,bucket_0.005_0.02,2,2644,0.06421775468280853
16,mean,bucket_0.005_0.02,70404,2644,0.06717365084901965
16,mean,bucket_0.005_0.02,-1,10576,0.06575027655898848
16,mean,bucket_0.005_0.03,0,2644,0.0695857681289038
16,mean,bucket_0.005_0.03,1,2644,0.061766965392140126
16,mean,bucket_0.005_0.03,2,2644,0.06423268560345159
16,mean,bucket_0.005_0.03,70404,2644,0.06719380008784469
16,mean,bucket_0.005_0.03,-1,10576,0.0657612762382249
16,mean,bucket_0.005_0.05,0,2644,0.06958619667384207
16,mean,bucket_0.005_0.05,1,2644,0.06179302452304106
16,mean,bucket_0.005_0.05,2,2644,0.06426655396898266
16,mean,bucket_0.005_0.05,70404,2644,0.06723781786520036
16,mean,bucket_0.005_0.05,-1,10576,0.06578702523590385
16,mean,bucket_0.01_0,0,2644,0.06960992588891039
16,mean,bucket_0.01_0,1,2644,0.061766994386565306
16,mean,bucket_0.01_0,2,2644,0.06421467122117858
16,mean,bucket_0.01_0,70404,2644,0.06714928464247326
16,mean,bucket_0.01_0,-1,10576,0.06575190834844556
16,mean,bucket_0.01_0.005,0,2644,0.06960832416582212
16,mean,bucket_0.01_0.005,1,2644,0.06177059241548027
16,mean,bucket_0.01_0.005,2,2644,0.0642206301121458
16,mean,bucket_0.01_0.005,70404,2644,0.06715796052914508
16,mean,bucket_0.01_0.005,-1,10576,0.06575599948858055
16,mean,bucket_0.01_0.01,0,2644,0.06960695025652859
16,mean,bucket_0.01_0.01,1,2644,0.06177457925764646
16,mean,bucket_0.01_0.01,2,2644,0.06422692339150028
16,mean,bucket_0.01_0.01,70404,2644,0.06716694706710313
16,mean,bucket_0.01_0.01,-1,10576,0.06576040342243722
16,mean,bucket_0.01_0.02,0,2644,0.06960488593104984
16,mean,bucket_0.01_0.02,1,2644,0.06178371907331516
16,mean,bucket_0.01_0.02,2,2644,0.06424051271705168
16,mean,bucket_0.01_0.02,70404,2644,0.06718585159394963
16,mean,bucket_0.01_0.02,-1,10576,0.06577014941551884
16,mean,bucket_0.01_0.03,0,2644,0.0696037329935575
16,mean,bucket_0.01_0.03,1,2644,0.06179441314361066
16,mean,bucket_0.01_0.03,2,2644,0.0642554383494515
16,mean,bucket_0.01_0.03,70404,2644,0.06720599717483151
16,mean,bucket_0.01_0.03,-1,10576,0.06578114577168999
16,mean,bucket_0.01_0.05,0,2644,0.06960416142788813
16,mean,bucket_0.01_0.05,1,2644,0.061820460704483264
16,mean,bucket_0.01_0.05,2,2644,0.06428929472856632
16,mean,bucket_0.01_0.05,70404,2644,0.06725000696871401
16,mean,bucket_0.01_0.05,-1,10576,0.0658068869947945
16,mean,bucket_0.02_0,0,2644,0.06967293554485204
16,mean,bucket_0.02_0,1,2644,0.061854570311097534
16,mean,bucket_0.02_0,2,2644,0.0642918444760877
16,mean,bucket_0.02_0,70404,2644,0.0672048178252966
16,mean,bucket_0.02_0,-1,10576,0.06582217449476349
16,mean,bucket_0.02_0.005,0,2644,0.06967133527033686
16,mean,bucket_0.02_0.005,1,2644,0.06185816324608989
16,mean,bucket_0.02_0.005,2,2644,0.06429779621491265
16,mean,bucket_0.02_0.005,70404,2644,0.0672134865437705
16,mean,bucket_0.02_0.005,-1,10576,0.06582626126781706
16,mean,bucket_0.02_0.01,0,2644,0.06966996260363828
16,mean,bucket_0.02_0.01,1,2644,0.061862144444561264
16,mean,bucket_0.02_0.01,2,2644,0.06430408194221449
16,mean,bucket_0.02_0.01,70404,2644,0.06722246565881412
16,mean,bucket_0.02_0.01,-1,10576,0.06583066050130744
16,mean,bucket_0.02_0.02,0,2644,0.06966790014527473
16,mean,bucket_0.02_0.02,1,2644,0.06187127132483094
16,mean,bucket_0.02_0.02,2,2644,0.06431765496535977
16,mean,bucket_0.02_0.02,70404,2644,0.06724135457692412
16,mean,bucket_0.02_0.02,-1,10576,0.06584039609461946
16,mean,bucket_0.02_0.03,0,2644,0.06966674825062495
16,mean,bucket_0.02_0.03,1,2644,0.061881950264869326
16,mean,bucket_0.02_0.03,2,2644,0.06433256270018745
16,mean,bucket_0.02_0.03,70404,2644,0.06726148353403211
16,mean,bucket_0.02_0.03,-1,10576,0.06585138072047567
16,mean,bucket_0.02_0.05,0,2644,0.06966717629742876
16,mean,bucket_0.02_0.05,1,2644,0.06190796099481131
16,mean,bucket_0.02_0.05,2,2644,0.06436637851230916
16,mean,bucket_0.02_0.05,70404,2644,0.06730545704642005
16,mean,bucket_0.02_0.05,-1,10576,0.06587709449954787
16,mean,bucket_0.03_0,0,2644,0.06977196866498474
16,mean,bucket_0.03_0,1,2644,0.06198552427456997
16,mean,bucket_0.03_0,2,2644,0.06441106788919547
16,mean,bucket_0.03_0,70404,2644,0.06730174862809034
16,mean,bucket_0.03_0,-1,10576,0.06593300362111172
16,mean,bucket_0.03_0.005,0,2644,0.06977037066192347
16,mean,bucket_0.03_0.005,1,2644,0.06198910961937348
16,mean,bucket_0.03_0.005,2,2644,0.06441700861250495
16,mean,bucket_0.03_0.005,70404,2644,0.06731040486311886
16,mean,bucket_0.03_0.005,-1,10576,0.06593708352498881
16,mean,bucket_0.03_0.01,0,2644,0.06976899994369178
16,mean,bucket_0.03_0.01,1,2644,0.06199308240846359
16,mean,bucket_0.03_0.01,2,2644,0.06442328270835114
16,mean,bucket_0.03_0.01,70404,2644,0.06731937105111574
16,mean,bucket_0.03_0.01,-1,10576,0.06594147536506018
16,mean,bucket_0.03_0.02,0,2644,0.0697669404130816
16,mean,bucket_0.03_0.02,1,2644,0.062002190014334504
16,mean,bucket_0.03_0.02,2,2644,0.06443683062296103
16,mean,bucket_0.03_0.02,70404,2644,0.06733823278648608
16,mean,bucket_0.03_0.02,-1,10576,0.06595119460008908
16,mean,bucket_0.03_0.03,0,2644,0.06976579015367389
16,mean,bucket_0.03_0.03,1,2644,0.062012846409486434
16,mean,bucket_0.03_0.03,2,2644,0.06445171079236492
16,mean,bucket_0.03_0.03,70404,2644,0.0673583327931016
16,mean,bucket_0.03_0.03,-1,10576,0.06596216077476141
16,mean,bucket_0.03_0.05,0,2644,0.06976621759281153
16,mean,bucket_0.03_0.05,1,2644,0.06203880225921413
16,mean,bucket_0.03_0.05,2,2644,0.06448546412393225
16,mean,bucket_0.03_0.05,70404,2644,0.06740224312064733
16,mean,bucket_0.03_0.05,-1,10576,0.06598783138567899
16,median,local_plus_direct_-0.1,0,2644,0.07149436716692188
16,median,local_plus_direct_-0.1,1,2644,0.06382747696115608
16,median,local_plus_direct_-0.1,2,2644,0.06622954015248501
16,median,local_plus_direct_-0.1,70404,2644,0.06923156802099636
16,median,local_plus_direct_-0.1,-1,10576,0.06775830825677583
16,median,local_plus_direct_-0.05,0,2644,0.07002143077757948
16,median,local_plus_direct_-0.05,1,2644,0.06214416153742507
16,median,local_plus_direct_-0.05,2,2644,0.06459679521457125
16,median,local_plus_direct_-0.05,70404,2644,0.06759087697583854
16,median,local_plus_direct_-0.05,-1,10576,0.06615544230009564
16,median,local_plus_direct_-0.03,0,2644,0.06971980388157044
16,median,local_plus_direct_-0.03,1,2644,0.06182105707256152
16,median,local_plus_direct_-0.03,2,2644,0.06428120910619345
16,median,local_plus_direct_-0.03,70404,2644,0.06726366742152295
16,median,local_plus_direct_-0.03,-1,10576,0.0658391391005399
16,median,local_plus_direct_-0.02,0,2644,0.06963196624272354
16,median,local_plus_direct_-0.02,1,2644,0.061736610007007524
16,median,local_plus_direct_-0.02,2,2644,0.06419759674181576
16,median,local_plus_direct_-0.02,70404,2644,0.06717234573869775
16,median,local_plus_direct_-0.02,-1,10576,0.06575232923145968
16,median,local_plus_direct_-0.01,0,2644,0.06958634978943741
16,median,local_plus_direct_-0.01,1,2644,0.06170389060946607
16,median,local_plus_direct_-0.01,2,2644,0.06416373406233616
16,median,local_plus_direct_-0.01,70404,2644,0.0671295095982798
16,median,local_plus_direct_-0.01,-1,10576,0.06571336626039376
16,median,local_plus_direct_0,0,2644,0.0695830375584099
16,median,local_plus_direct_0,1,2644,0.06172298114261614
16,median,local_plus_direct_0,2,2644,0.06417969981502238
16,median,local_plus_direct_0,70404,2644,0.06713525181000239
16,median,local_plus_direct_0,-1,10576,0.065722335284372
16,median,local_plus_direct_0.005,0,2644,0.06959725042712736
16,median,local_plus_direct_0.005,1,2644,0.06175194521126307
16,median,local_plus_direct_0.005,2,2644,0.06420636126900527
16,median,local_plus_direct_0.005,70404,2644,0.06715634002176235
16,median,local_plus_direct_0.005,-1,10576,0.06574479225937917
16,median,local_plus_direct_0.01,0,2644,0.06962203558744336
16,median,local_plus_direct_0.01,1,2644,0.061793833588131765
16,median,local_plus_direct_0.01,2,2644,0.06424545685102838
16,median,local_plus_direct_0.01,70404,2644,0.06718955991893245
16,median,local_plus_direct_0.01,-1,10576,0.06577921669675406
16,median,local_plus_direct_0.015,0,2644,0.0696573817540103
16,median,local_plus_direct_0.015,1,2644,0.06184862001338752
16,median,local_plus_direct_0.015,2,2644,0.06429696387948948
16,median,local_plus_direct_0.015,70404,2644,0.06723489351918535
16,median,local_plus_direct_0.015,-1,10576,0.0658255898208305
16,median,local_plus_direct_0.02,0,2644,0.0697032728605363
16,median,local_plus_direct_0.02,1,2644,0.06191627024864202
16,median,local_plus_direct_0.02,2,2644,0.06436085255631015
16,median,local_plus_direct_0.02,70404,2644,0.06729231634018622
16,median,local_plus_direct_0.02,-1,10576,0.0658838864009555
16,median,local_plus_direct_0.03,0,2644,0.06982660195261203
16,median,local_plus_direct_0.03,1,2644,0.06208998596462399
16,median,local_plus_direct_0.03,2,2644,0.06452562061444755
16,median,local_plus_direct_0.03,70404,2644,0.0674432996269909
16,median,local_plus_direct_0.03,-1,10576,0.06603611715870228
16,median,local_plus_direct_0.05,0,2644,0.070198572490798
16,median,local_plus_direct_0.05,1,2644,0.06258942066398608
16,median,local_plus_direct_0.05,2,2644,0.06500165950088513
16,median,local_plus_direct_0.05,70404,2644,0.06788855696164346
16,median,local_plus_direct_0.05,-1,10576,0.06648185290551578
16,median,local_plus_direct_0.08,0,2644,0.07106433756705446
16,median,local_plus_direct_0.08,1,2644,0.06370873793285001
16,median,local_plus_direct_0.08,2,2644,0.06607324690904742
16,median,local_plus_direct_0.08,70404,2644,0.06890698108773441
16,median,local_plus_direct_0.08,-1,10576,0.06749590610283368
16,median,local_plus_direct_0.1,0,2644,0.07184095043783571
16,median,local_plus_direct_0.1,1,2644,0.06469176413543352
16,median,local_plus_direct_0.1,2,2644,0.06701709901630429
16,median,local_plus_direct_0.1,70404,2644,0.06981166838422201
16,median,local_plus_direct_0.1,-1,10576,0.06839427444953972
16,median,bucket_0_0,0,2644,0.0695830375584099
16,median,bucket_0_0,1,2644,0.06172298114261614
16,median,bucket_0_0,2,2644,0.06417969981502238
16,median,bucket_0_0,70404,2644,0.06713525181000239
16,median,bucket_0_0,-1,10576,0.065722335284372
16,median,bucket_0_0.005,0,2644,0.06958102291171674
16,median,bucket_0_0.005,1,2644,0.061727427587870566
16,median,bucket_0_0.005,2,2644,0.06418628986368173
16,median,bucket_0_0.005,70404,2644,0.0671442363139298
16,median,bucket_0_0.005,-1,10576,0.06572674939227954
16,median,bucket_0_0.01,0,2644,0.06957923999601272
16,median,bucket_0_0.01,1,2644,0.06173229843492102
16,median,bucket_0_0.01,2,2644,0.06419324123939907
16,median,bucket_0_0.01,70404,2644,0.0671535557801911
16,median,bucket_0_0.01,-1,10576,0.06573149850570845
16,median,bucket_0_0.02,0,2644,0.06957636942651485
16,median,bucket_0_0.02,1,2644,0.061743312923892554
16,median,bucket_0_0.02,2,2644,0.06420822749648736
16,median,bucket_0_0.02,70404,2644,0.06717319903704096
16,median,bucket_0_0.02,-1,10576,0.06574200145360495
16,median,bucket_0_0.03,0,2644,0.06957442596465661
16,median,bucket_0_0.03,1,2644,0.06175602370142075
16,median,bucket_0_0.03,2,2644,0.06422465757487038
16,median,bucket_0_0.03,70404,2644,0.06719418040598812
16,median,bucket_0_0.03,-1,10576,0.06575384348607266
16,median,bucket_0_0.05,0,2644,0.06957332063757016
16,median,bucket_0_0.05,1,2644,0.06178652979489436
16,median,bucket_0_0.05,2,2644,0.06426184466843278
16,median,bucket_0_0.05,70404,2644,0.06724015238981267
16,median,bucket_0_0.05,-1,10576,0.06578154183019072
16,median,bucket_0.005_0,0,2644,0.06959926460409271
16,median,bucket_0.005_0,1,2644,0.0617475005315258
16,median,bucket_0.005_0,2,2644,0.06419977328065754
16,median,bucket_0.005_0,70404,2644,0.06714735713734488
16,median,bucket_0.005_0,-1,10576,0.06574037936295178
16,median,bucket_0.005_0.005,0,2644,0.06959725042712736
16,median,bucket_0.005_0.005,1,2644,0.06175194521126307
16,median,bucket_0.005_0.005,2,2644,0.06420636126900527
16,median,bucket_0.005_0.005,70404,2644,0.06715634002176235
16,median,bucket_0.005_0.005,-1,10576,0.06574479225937917
16,median,bucket_0.005_0.01,0,2644,0.06959546792714427
16,median,bucket_0.005_0.01,1,2644,0.06175681412457401
16,median,bucket_0.005_0.01,2,2644,0.06421331047190396
16,median,bucket_0.005_0.01,70404,2644,0.06716565780859254
16,median,bucket_0.005_0.01,-1,10576,0.06574954006956518
16,median,bucket_0.005_0.02,0,2644,0.06959259802701938
16,median,bucket_0.005_0.02,1,2644,0.06176782424188785
16,median,bucket_0.005_0.02,2,2644,0.06422829204627911
16,median,bucket_0.005_0.02,70404,2644,0.06718529752711995
16,median,bucket_0.005_0.02,-1,10576,0.06576004013593058
16,median,bucket_0.005_0.03,0,2644,0.0695906550183781
16,median,bucket_0.005_0.03,1,2644,0.061780529976437334
16,median,bucket_0.005_0.03,2,2644,0.06424471699331238
16,median,bucket_0.005_0.03,70404,2644,0.06720627511899607
16,median,bucket_0.005_0.03,-1,10576,0.0657718789205869
16,median,bucket_0.005_0.05,0,2644,0.06958954994906619
16,median,bucket_0.005_0.05,1,2644,0.06181102397513246
16,median,bucket_0.005_0.05,2,2644,0.06428189248249641
16,median,bucket_0.005_0.05,70404,2644,0.06725223883517142
16,median,bucket_0.005_0.05,-1,10576,0.06579956967268508
16,median,bucket_0.01_0,0,2644,0.06962583081566477
16,median,bucket_0.01_0,1,2644,0.061784525575513775
16,median,bucket_0.01_0,2,2644,0.06423192643478824
16,median,bucket_0.01_0,70404,2644,0.06717126575976522
16,median,bucket_0.01_0,-1,10576,0.06577006012361541
16,median,bucket_0.01_0.005,0,2644,0.06962381740724465
16,median,bucket_0.01_0.005,1,2644,0.06178896759192027
16,median,bucket_0.01_0.005,2,2644,0.06423851112566539
16,median,bucket_0.01_0.005,70404,2644,0.06718024544728476
16,median,bucket_0.01_0.005,-1,10576,0.06577447102872128
16,median,bucket_0.01_0.01,0,2644,0.06962203558744336
16,median,bucket_0.01_0.01,1,2644,0.061793833588131765
16,median,bucket_0.01_0.01,2,2644,0.06424545685102838
16,median,bucket_0.01_0.01,70404,2644,0.06718955991893245
16,median,bucket_0.01_0.01,-1,10576,0.06577921669675406
16,median,bucket_0.01_0.02,0,2644,0.06961916678251301
16,median,bucket_0.01_0.02,1,2644,0.06180483711067674
16,median,bucket_0.01_0.02,2,2644,0.0642604309308484
16,median,bucket_0.01_0.02,70404,2644,0.06720919265283952
16,median,bucket_0.01_0.02,-1,10576,0.06578971202671714
16,median,bucket_0.01_0.03,0,2644,0.06961722451540261
16,median,bucket_0.01_0.03,1,2644,0.06181753523774632
16,median,bucket_0.01_0.03,2,2644,0.06427684766529095
16,median,bucket_0.01_0.03,70404,2644,0.06723016278880378
16,median,bucket_0.01_0.03,-1,10576,0.06580154547291055
16,median,bucket_0.01_0.05,0,2644,0.06961611986784841
16,median,bucket_0.01_0.05,1,2644,0.06184801099109766
16,median,bucket_0.01_0.05,2,2644,0.0643140045819528
16,median,bucket_0.01_0.05,70404,2644,0.06727611018468448
16,median,bucket_0.01_0.05,-1,10576,0.06582922374591475
16,median,bucket_0.02_0,0,2644,0.06970992885343226
16,median,bucket_0.02_0,1,2644,0.06189599528092996
16,median,bucket_0.02_0,2,2644,0.06433239255523458
16,median,bucket_0.02_0,70404,2644,0.06725443632319138
16,median,bucket_0.02_0,-1,10576,0.06586426259664359
16,median,bucket_0.02_0.005,0,2644,0.06970791787405758
16,median,bucket_0.02_0.005,1,2644,0.061900429298195996
16,median,bucket_0.02_0.005,2,2644,0.06433896696403348
16,median,bucket_0.02_0.005,70404,2644,0.06726340490741323
16,median,bucket_0.02_0.005,-1,10576,0.06586866719346712
16,median,bucket_0.02_0.01,0,2644,0.0697061382040222
16,median,bucket_0.02_0.01,1,2644,0.06190528653308462
16,median,bucket_0.02_0.01,2,2644,0.06434590184583712
16,median,bucket_0.02_0.01,70404,2644,0.06727270786493592
16,median,bucket_0.02_0.01,-1,10576,0.06587340607539713
16,median,bucket_0.02_0.02,0,2644,0.0697032728605363
16,median,bucket_0.02_0.02,1,2644,0.06191627024864202
16,median,bucket_0.02_0.02,2,2644,0.06436085255631015
16,median,bucket_0.02_0.02,70404,2644,0.06729231634018622
16,median,bucket_0.02_0.02,-1,10576,0.0658838864009555
16,median,bucket_0.02_0.03,0,2644,0.06970133293708944
16,median,bucket_0.02_0.03,1,2644,0.0619289455270764
16,median,bucket_0.02_0.03,2,2644,0.06437724368240515
16,median,bucket_0.02_0.03,70404,2644,0.06731326058058883
16,median,bucket_0.02_0.03,-1,10576,0.06589570293546577
16,median,bucket_0.02_0.05,0,2644,0.06970022962253175
16,median,bucket_0.02_0.05,1,2644,0.06195936648143301
16,median,bucket_0.02_0.05,2,2644,0.06441434268642506
16,median,bucket_0.02_0.05,70404,2644,0.06735915129336921
16,median,bucket_0.02_0.05,-1,10576,0.06592334167595985
16,median,bucket_0.03_0,0,2644,0.06983518244976614
16,median,bucket_0.03_0,1,2644,0.06205712122559757
16,median,bucket_0.03_0,2,2644,0.06448087269428546
16,median,bucket_0.03_0,70404,2644,0.06738458888897386
16,median,bucket_0.03_0,-1,10576,0.06600474370405755
16,median,bucket_0.03_0.005,0,2644,0.06983317507730756
16,median,bucket_0.03_0.005,1,2644,0.06206154373114295
16,median,bucket_0.03_0.005,2,2644,0.06448743196573141
16,median,bucket_0.03_0.005,70404,2644,0.06739354015278051
16,median,bucket_0.03_0.005,-1,10576,0.06600913892698823
16,median,bucket_0.03_0.01,0,2644,0.06983139859948229
16,median,bucket_0.03_0.01,1,2644,0.06206638835742673
16,median,bucket_0.03_0.01,2,2644,0.06449435088354599
16,median,bucket_0.03_0.01,70404,2644,0.06740282514900119
16,median,bucket_0.03_0.01,-1,10576,0.06601386772499296
16,median,bucket_0.03_0.02,0,2644,0.06982853839593028
16,median,bucket_0.03_0.02,1,2644,0.06207734356828165
16,median,bucket_0.03_0.02,2,2644,0.06450926718938094
16,median,bucket_0.03_0.02,70404,2644,0.06742239578221401
16,median,bucket_0.03_0.02,-1,10576,0.06602432575447258
16,median,bucket_0.03_0.03,0,2644,0.06982660195261203
16,median,bucket_0.03_0.03,1,2644,0.06208998596462399
16,median,bucket_0.03_0.03,2,2644,0.06452562061444755
16,median,bucket_0.03_0.03,70404,2644,0.0674432996269909
16,median,bucket_0.03_0.03,-1,10576,0.06603611715870228
16,median,bucket_0.03_0.05,0,2644,0.06982550061743337
16,median,bucket_0.03_0.05,1,2644,0.062120328055895936
16,median,bucket_0.03_0.05,2,2644,0.06456263435811806
16,median,bucket_0.03_0.05,70404,2644,0.06748910191689336
16,median,bucket_0.03_0.05,-1,10576,0.06606369715482208
