dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
exact,exact_2024,all,0.250000000,0.100000000,0.325000000,-0.175000000,152,0.927631579,0.050588996,0.051238653,-0.000649657
random,random_0,all,0.250000000,0.100000000,0.325000000,-0.175000000,2644,0.695537065,0.072511078,0.073433179,-0.000922101
random,random_0,year2025,0.250000000,0.100000000,0.325000000,-0.175000000,756,0.940476190,0.051557048,0.052464820,-0.000907773
random,random_1,all,0.250000000,0.100000000,0.325000000,-0.175000000,2644,0.692133132,0.065494897,0.066541457,-0.001046560
random,random_1,year2025,0.250000000,0.100000000,0.325000000,-0.175000000,756,0.933862434,0.054801347,0.055045718,-0.000244370
random,random_2,all,0.250000000,0.100000000,0.325000000,-0.175000000,2644,0.669062027,0.067392582,0.068311653,-0.000919072
random,random_2,year2025,0.250000000,0.100000000,0.325000000,-0.175000000,756,0.927248677,0.075622834,0.076608182,-0.000985349
exact,exact_2019,all,0.250000000,0.100000000,0.325000000,-0.200000000,249,0.879518072,0.056265063,0.057195772,-0.000930709
exact,exact_2020,all,0.250000000,0.100000000,0.325000000,-0.200000000,222,0.941441441,0.055188701,0.055301391,-0.000112689
exact,exact_2021,all,0.250000000,0.100000000,0.325000000,-0.200000000,130,0.884615385,0.076990567,0.077316350,-0.000325783
exact,exact_2022,all,0.250000000,0.100000000,0.325000000,-0.200000000,192,0.812500000,0.066108372,0.066372413,-0.000264041
exact,exact_2023,all,0.250000000,0.100000000,0.325000000,-0.200000000,169,0.958579882,0.068728515,0.070550725,-0.001822210
exact,exact_2024,all,0.250000000,0.100000000,0.325000000,-0.200000000,152,0.927631579,0.050560222,0.051238653,-0.000678432
random,random_0,all,0.250000000,0.100000000,0.325000000,-0.200000000,2644,0.695537065,0.072497901,0.073433179,-0.000935278
random,random_0,year2025,0.250000000,0.100000000,0.325000000,-0.200000000,756,0.940476190,0.051551358,0.052464820,-0.000913463
random,random_1,all,0.250000000,0.100000000,0.325000000,-0.200000000,2644,0.692133132,0.065493396,0.066541457,-0.001048060
random,random_1,year2025,0.250000000,0.100000000,0.325000000,-0.200000000,756,0.933862434,0.054819522,0.055045718,-0.000226196
random,random_2,all,0.250000000,0.100000000,0.325000000,-0.200000000,2644,0.669062027,0.067384230,0.068311653,-0.000927424
random,random_2,year2025,0.250000000,0.100000000,0.325000000,-0.200000000,756,0.927248677,0.075616348,0.076608182,-0.000991835
exact,exact_2019,all,0.250000000,0.100000000,0.350000000,-0.100000000,249,0.879518072,0.056080724,0.057195772,-0.001115047
exact,exact_2020,all,0.250000000,0.100000000,0.350000000,-0.100000000,222,0.941441441,0.055280693,0.055301391,-0.000020697
exact,exact_2021,all,0.250000000,0.100000000,0.350000000,-0.100000000,130,0.884615385,0.077019590,0.077316350,-0.000296760
exact,exact_2022,all,0.250000000,0.100000000,0.350000000,-0.100000000,192,0.812500000,0.065955939,0.066372413,-0.000416475
exact,exact_2023,all,0.250000000,0.100000000,0.350000000,-0.100000000,169,0.958579882,0.068917680,0.070550725,-0.001633045
exact,exact_2024,all,0.250000000,0.100000000,0.350000000,-0.100000000,152,0.927631579,0.050686315,0.051238653,-0.000552339
random,random_0,all,0.250000000,0.100000000,0.350000000,-0.100000000,2644,0.695537065,0.072568934,0.073433179,-0.000864245
random,random_0,year2025,0.250000000,0.100000000,0.350000000,-0.100000000,756,0.940476190,0.051572323,0.052464820,-0.000892497
random,random_1,all,0.250000000,0.100000000,0.350000000,-0.100000000,2644,0.692133132,0.065500391,0.066541457,-0.001041066
random,random_1,year2025,0.250000000,0.100000000,0.350000000,-0.100000000,756,0.933862434,0.054786513,0.055045718,-0.000259204
random,random_2,all,0.250000000,0.100000000,0.350000000,-0.100000000,2644,0.669062027,0.067437809,0.068311653,-0.000873844
random,random_2,year2025,0.250000000,0.100000000,0.350000000,-0.100000000,756,0.927248677,0.075645227,0.076608182,-0.000962955
exact,exact_2019,all,0.250000000,0.100000000,0.350000000,-0.125000000,249,0.879518072,0.056118465,0.057195772,-0.001077307
exact,exact_2020,all,0.250000000,0.100000000,0.350000000,-0.125000000,222,0.941441441,0.055265511,0.055301391,-0.000035879
exact,exact_2021,all,0.250000000,0.100000000,0.350000000,-0.125000000,130,0.884615385,0.077012365,0.077316350,-0.000303986
exact,exact_2022,all,0.250000000,0.100000000,0.350000000,-0.125000000,192,0.812500000,0.065991178,0.066372413,-0.000381235
exact,exact_2023,all,0.250000000,0.100000000,0.350000000,-0.125000000,169,0.958579882,0.068856910,0.070550725,-0.001693814
exact,exact_2024,all,0.250000000,0.100000000,0.350000000,-0.125000000,152,0.927631579,0.050653461,0.051238653,-0.000585192
random,random_0,all,0.250000000,0.100000000,0.350000000,-0.125000000,2644,0.695537065,0.072550175,0.073433179,-0.000883004
random,random_0,year2025,0.250000000,0.100000000,0.350000000,-0.125000000,756,0.940476190,0.051558911,0.052464820,-0.000905909
random,random_1,all,0.250000000,0.100000000,0.350000000,-0.125000000,2644,0.692133132,0.065493230,0.066541457,-0.001048227
random,random_1,year2025,0.250000000,0.100000000,0.350000000,-0.125000000,756,0.933862434,0.054797575,0.055045718,-0.000248143
random,random_2,all,0.250000000,0.100000000,0.350000000,-0.125000000,2644,0.669062027,0.067423236,0.068311653,-0.000888417
random,random_2,year2025,0.250000000,0.100000000,0.350000000,-0.125000000,756,0.927248677,0.075632961,0.076608182,-0.000975222
exact,exact_2019,all,0.250000000,0.100000000,0.350000000,-0.150000000,249,0.879518072,0.056161198,0.057195772,-0.001034573
exact,exact_2020,all,0.250000000,0.100000000,0.350000000,-0.150000000,222,0.941441441,0.055252394,0.055301391,-0.000048996
exact,exact_2021,all,0.250000000,0.100000000,0.350000000,-0.150000000,130,0.884615385,0.077007065,0.077316350,-0.000309285
exact,exact_2022,all,0.250000000,0.100000000,0.350000000,-0.150000000,192,0.812500000,0.066029176,0.066372413,-0.000343237
exact,exact_2023,all,0.250000000,0.100000000,0.350000000,-0.150000000,169,0.958579882,0.068797466,0.070550725,-0.001753259
exact,exact_2024,all,0.250000000,0.100000000,0.350000000,-0.150000000,152,0.927631579,0.050621987,0.051238653,-0.000616666
random,random_0,all,0.250000000,0.100000000,0.350000000,-0.150000000,2644,0.695537065,0.072533249,0.073433179,-0.000899930
random,random_0,year2025,0.250000000,0.100000000,0.350000000,-0.150000000,756,0.940476190,0.051548108,0.052464820,-0.000916712
random,random_1,all,0.250000000,0.100000000,0.350000000,-0.150000000,2644,0.692133132,0.065487968,0.066541457,-0.001053489
random,random_1,year2025,0.250000000,0.100000000,0.350000000,-0.150000000,756,0.933862434,0.054811025,0.055045718,-0.000234693
random,random_2,all,0.250000000,0.100000000,0.350000000,-0.150000000,2644,0.669062027,0.067410732,0.068311653,-0.000900922
random,random_2,year2025,0.250000000,0.100000000,0.350000000,-0.150000000,756,0.927248677,0.075622643,0.076608182,-0.000985539
exact,exact_2019,all,0.250000000,0.100000000,0.350000000,-0.175000000,249,0.879518072,0.056208913,0.057195772,-0.000986858
exact,exact_2020,all,0.250000000,0.100000000,0.350000000,-0.175000000,222,0.941441441,0.055241345,0.055301391,-0.000060045
exact,exact_2021,all,0.250000000,0.100000000,0.350000000,-0.175000000,130,0.884615385,0.077003690,0.077316350,-0.000312660
exact,exact_2022,all,0.250000000,0.100000000,0.350000000,-0.175000000,192,0.812500000,0.066069928,0.066372413,-0.000302485
exact,exact_2023,all,0.250000000,0.100000000,0.350000000,-0.175000000,169,0.958579882,0.068739350,0.070550725,-0.001811375
exact,exact_2024,all,0.250000000,0.100000000,0.350000000,-0.175000000,152,0.927631579,0.050591894,0.051238653,-0.000646760
random,random_0,all,0.250000000,0.100000000,0.350000000,-0.175000000,2644,0.695537065,0.072518158,0.073433179,-0.000915021
random,random_0,year2025,0.250000000,0.100000000,0.350000000,-0.175000000,756,0.940476190,0.051539915,0.052464820,-0.000924905
random,random_1,all,0.250000000,0.100000000,0.350000000,-0.175000000,2644,0.692133132,0.065484604,0.066541457,-0.001056852
random,random_1,year2025,0.250000000,0.100000000,0.350000000,-0.175000000,756,0.933862434,0.054826860,0.055045718,-0.000218857
random,random_2,all,0.250000000,0.100000000,0.350000000,-0.175000000,2644,0.669062027,0.067400297,0.068311653,-0.000911356
random,random_2,year2025,0.250000000,0.100000000,0.350000000,-0.175000000,756,0.927248677,0.075614276,0.076608182,-0.000993907
exact,exact_2019,all,0.250000000,0.100000000,0.350000000,-0.200000000,249,0.879518072,0.056261597,0.057195772,-0.000934175
exact,exact_2020,all,0.250000000,0.100000000,0.350000000,-0.200000000,222,0.941441441,0.055232365,0.055301391,-0.000069026
exact,exact_2021,all,0.250000000,0.100000000,0.350000000,-0.200000000,130,0.884615385,0.077002242,0.077316350,-0.000314108
exact,exact_2022,all,0.250000000,0.100000000,0.350000000,-0.200000000,192,0.812500000,0.066113430,0.066372413,-0.000258983
exact,exact_2023,all,0.250000000,0.100000000,0.350000000,-0.200000000,169,0.958579882,0.068682565,0.070550725,-0.001868160
exact,exact_2024,all,0.250000000,0.100000000,0.350000000,-0.200000000,152,0.927631579,0.050563184,0.051238653,-0.000675469
random,random_0,all,0.250000000,0.100000000,0.350000000,-0.200000000,2644,0.695537065,0.072504902,0.073433179,-0.000928277
random,random_0,year2025,0.250000000,0.100000000,0.350000000,-0.200000000,756,0.940476190,0.051534334,0.052464820,-0.000930486
random,random_1,all,0.250000000,0.100000000,0.350000000,-0.200000000,2644,0.692133132,0.065483140,0.066541457,-0.001058316
random,random_1,year2025,0.250000000,0.100000000,0.350000000,-0.200000000,756,0.933862434,0.054845080,0.055045718,-0.000200637
random,random_2,all,0.250000000,0.100000000,0.350000000,-0.200000000,2644,0.669062027,0.067391933,0.068311653,-0.000919720
random,random_2,year2025,0.250000000,0.100000000,0.350000000,-0.200000000,756,0.927248677,0.075607859,0.076608182,-0.001000323
exact,exact_2019,all,0.250000000,0.100000000,0.375000000,-0.100000000,249,0.879518072,0.056081656,0.057195772,-0.001114116
exact,exact_2020,all,0.250000000,0.100000000,0.375000000,-0.100000000,222,0.941441441,0.055326979,0.055301391,0.000025589
exact,exact_2021,all,0.250000000,0.100000000,0.375000000,-0.100000000,130,0.884615385,0.077030730,0.077316350,-0.000285620
exact,exact_2022,all,0.250000000,0.100000000,0.375000000,-0.100000000,192,0.812500000,0.065964708,0.066372413,-0.000407705
exact,exact_2023,all,0.250000000,0.100000000,0.375000000,-0.100000000,169,0.958579882,0.068872933,0.070550725,-0.001677792
exact,exact_2024,all,0.250000000,0.100000000,0.375000000,-0.100000000,152,0.927631579,0.050691199,0.051238653,-0.000547455
random,random_0,all,0.250000000,0.100000000,0.375000000,-0.100000000,2644,0.695537065,0.072579836,0.073433179,-0.000853343
random,random_0,year2025,0.250000000,0.100000000,0.375000000,-0.100000000,756,0.940476190,0.051558655,0.052464820,-0.000906165
random,random_1,all,0.250000000,0.100000000,0.375000000,-0.100000000,2644,0.692133132,0.065493913,0.066541457,-0.001047544
random,random_1,year2025,0.250000000,0.100000000,0.375000000,-0.100000000,756,0.933862434,0.054815663,0.055045718,-0.000230055
random,random_2,all,0.250000000,0.100000000,0.375000000,-0.100000000,2644,0.669062027,0.067449873,0.068311653,-0.000861780
random,random_2,year2025,0.250000000,0.100000000,0.375000000,-0.100000000,756,0.927248677,0.075638951,0.076608182,-0.000969231
exact,exact_2019,all,0.250000000,0.100000000,0.375000000,-0.125000000,249,0.879518072,0.056119735,0.057195772,-0.001076036
exact,exact_2020,all,0.250000000,0.100000000,0.375000000,-0.125000000,222,0.941441441,0.055312087,0.055301391,0.000010696
exact,exact_2021,all,0.250000000,0.100000000,0.375000000,-0.125000000,130,0.884615385,0.077023919,0.077316350,-0.000292431
exact,exact_2022,all,0.250000000,0.100000000,0.375000000,-0.125000000,192,0.812500000,0.065999915,0.066372413,-0.000372498
exact,exact_2023,all,0.250000000,0.100000000,0.375000000,-0.125000000,169,0.958579882,0.068812493,0.070550725,-0.001738232
exact,exact_2024,all,0.250000000,0.100000000,0.375000000,-0.125000000,152,0.927631579,0.050658412,0.051238653,-0.000580241
random,random_0,all,0.250000000,0.100000000,0.375000000,-0.125000000,2644,0.695537065,0.072560999,0.073433179,-0.000872180
random,random_0,year2025,0.250000000,0.100000000,0.375000000,-0.125000000,756,0.940476190,0.051545350,0.052464820,-0.000919470
random,random_1,all,0.250000000,0.100000000,0.375000000,-0.125000000,2644,0.692133132,0.065486788,0.066541457,-0.001054669
random,random_1,year2025,0.250000000,0.100000000,0.375000000,-0.125000000,756,0.933862434,0.054826773,0.055045718,-0.000218945
random,random_2,all,0.250000000,0.100000000,0.375000000,-0.125000000,2644,0.669062027,0.067435290,0.068311653,-0.000876364
random,random_2,year2025,0.250000000,0.100000000,0.375000000,-0.125000000,756,0.927248677,0.075626753,0.076608182,-0.000981429
exact,exact_2019,all,0.250000000,0.100000000,0.375000000,-0.150000000,249,0.879518072,0.056162807,0.057195772,-0.001032964
exact,exact_2020,all,0.250000000,0.100000000,0.375000000,-0.150000000,222,0.941441441,0.055299259,0.055301391,-0.000002132
exact,exact_2021,all,0.250000000,0.100000000,0.375000000,-0.150000000,130,0.884615385,0.077019033,0.077316350,-0.000297317
exact,exact_2022,all,0.250000000,0.100000000,0.375000000,-0.150000000,192,0.812500000,0.066037880,0.066372413,-0.000334533
exact,exact_2023,all,0.250000000,0.100000000,0.375000000,-0.150000000,169,0.958579882,0.068753380,0.070550725,-0.001797345
exact,exact_2024,all,0.250000000,0.100000000,0.375000000,-0.150000000,152,0.927631579,0.050627004,0.051238653,-0.000611650
random,random_0,all,0.250000000,0.100000000,0.375000000,-0.150000000,2644,0.695537065,0.072543996,0.073433179,-0.000889183
random,random_0,year2025,0.250000000,0.100000000,0.375000000,-0.150000000,756,0.940476190,0.051534655,0.052464820,-0.000930165
random,random_1,all,0.250000000,0.100000000,0.375000000,-0.150000000,2644,0.692133132,0.065481562,0.066541457,-0.001059895
random,random_1,year2025,0.250000000,0.100000000,0.375000000,-0.150000000,756,0.933862434,0.054840269,0.055045718,-0.000205448
random,random_2,all,0.250000000,0.100000000,0.375000000,-0.150000000,2644,0.669062027,0.067422775,0.068311653,-0.000888878
random,random_2,year2025,0.250000000,0.100000000,0.375000000,-0.150000000,756,0.927248677,0.075616505,0.076608182,-0.000991678
exact,exact_2019,all,0.250000000,0.100000000,0.375000000,-0.175000000,249,0.879518072,0.056210860,0.057195772,-0.000984912
exact,exact_2020,all,0.250000000,0.100000000,0.375000000,-0.175000000,222,0.941441441,0.055288496,0.055301391,-0.000012894
exact,exact_2021,all,0.250000000,0.100000000,0.375000000,-0.175000000,130,0.884615385,0.077016072,0.077316350,-0.000300278
exact,exact_2022,all,0.250000000,0.100000000,0.375000000,-0.175000000,192,0.812500000,0.066078600,0.066372413,-0.000293813
exact,exact_2023,all,0.250000000,0.100000000,0.375000000,-0.175000000,169,0.958579882,0.068695596,0.070550725,-0.001855128
exact,exact_2024,all,0.250000000,0.100000000,0.375000000,-0.175000000,152,0.927631579,0.050596977,0.051238653,-0.000641676
random,random_0,all,0.250000000,0.100000000,0.375000000,-0.175000000,2644,0.695537065,0.072528827,0.073433179,-0.000904352
random,random_0,year2025,0.250000000,0.100000000,0.375000000,-0.175000000,756,0.940476190,0.051526571,0.052464820,-0.000938249
random,random_1,all,0.250000000,0.100000000,0.375000000,-0.175000000,2644,0.692133132,0.065478235,0.066541457,-0.001063222
random,random_1,year2025,0.250000000,0.100000000,0.375000000,-0.175000000,756,0.933862434,0.054856151,0.055045718,-0.000189567
random,random_2,all,0.250000000,0.100000000,0.375000000,-0.175000000,2644,0.669062027,0.067412330,0.068311653,-0.000899324
random,random_2,year2025,0.250000000,0.100000000,0.375000000,-0.175000000,756,0.927248677,0.075608207,0.076608182,-0.000999976
exact,exact_2019,all,0.250000000,0.100000000,0.375000000,-0.200000000,249,0.879518072,0.056263880,0.057195772,-0.000931891
exact,exact_2020,all,0.250000000,0.100000000,0.375000000,-0.200000000,222,0.941441441,0.055279801,0.055301391,-0.000021590
exact,exact_2021,all,0.250000000,0.100000000,0.375000000,-0.200000000,130,0.884615385,0.077015037,0.077316350,-0.000301313
exact,exact_2022,all,0.250000000,0.100000000,0.375000000,-0.200000000,192,0.812500000,0.066122068,0.066372413,-0.000250345
exact,exact_2023,all,0.250000000,0.100000000,0.375000000,-0.200000000,169,0.958579882,0.068639146,0.070550725,-0.001911579
exact,exact_2024,all,0.250000000,0.100000000,0.375000000,-0.200000000,152,0.927631579,0.050568334,0.051238653,-0.000670320
random,random_0,all,0.250000000,0.100000000,0.375000000,-0.200000000,2644,0.695537065,0.072515494,0.073433179,-0.000917685
random,random_0,year2025,0.250000000,0.100000000,0.375000000,-0.200000000,756,0.940476190,0.051521099,0.052464820,-0.000943721
random,random_1,all,0.250000000,0.100000000,0.375000000,-0.200000000,2644,0.692133132,0.065476808,0.066541457,-0.001064649
random,random_1,year2025,0.250000000,0.100000000,0.375000000,-0.200000000,756,0.933862434,0.054874415,0.055045718,-0.000171303
random,random_2,all,0.250000000,0.100000000,0.375000000,-0.200000000,2644,0.669062027,0.067403955,0.068311653,-0.000907699
random,random_2,year2025,0.250000000,0.100000000,0.375000000,-0.200000000,756,0.927248677,0.075601859,0.076608182,-0.001006323
exact,exact_2019,all,0.250000000,0.100000000,0.400000000,-0.100000000,249,0.879518072,0.056088355,0.057195772,-0.001107417
exact,exact_2020,all,0.250000000,0.100000000,0.400000000,-0.100000000,222,0.941441441,0.055377027,0.055301391,0.000075637
exact,exact_2021,all,0.250000000,0.100000000,0.400000000,-0.100000000,130,0.884615385,0.077042991,0.077316350,-0.000273359
