radius,method,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
16,median,bucket_0.02_0.02,0.0658838864009555,0.06191627024864202,0.0697032728605363
4,mean,bucket_0.03_0.03,0.06588609503279014,0.06195086907027959,0.06965009852519775
4,mean,local_plus_direct_0.03,0.06588609503279014,0.06195086907027959,0.06965009852519775
8,median,bucket_0.02_0.05,0.06588788467638583,0.061947229897469425,0.06965434389786138
16,median,bucket_0.02_0.03,0.06589570293546577,0.0619289455270764,0.06970133293708944
4,mean,bucket_0.03_0.05,0.06589709829101524,0.06196847598741241,0.06964111754407916
8,median,local_plus_direct_-0.03,0.0658992183653342,0.06186441964957272,0.06978052033428735
8,mean,bucket_0.03_0,0.06590184592244361,0.06194853371480094,0.0697332764683415
8,mean,bucket_0.03_0.005,0.06590563079820622,0.06195342884067714,0.06973061417914517
8,mean,local_plus_direct_-0.03,0.06590769892209226,0.06188563021371727,0.0697877154655639
8,mean,bucket_0.03_0.01,0.06590972099595627,0.06195873786757057,0.06972816328947053
2,mean,bucket_0.03_0.05,0.06591845864203154,0.06193630354992587,0.06972351332402218
