private,train,n_target,target_corr,target_mae,target_rmse,target_affine_rmse,crop_a,crop_b,temp_n,temp_rmse,temp_mae,temp_exact,temp_corr,precip_n,precip_rmse,precip_mae,precip_exact,precip_corr
AOI-0006,AOI-0007,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
AOI-0006,AOI-0008,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
AOI-0006,AOI-0011,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
AOI-0006,AOI-0015,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
AOI-0006,AOI-0019,0,,,,,озимая пшеница,подсолнечник,0,,,,,0,,,,
AOI-0006,AOI-0020,0,,,,,озимая пшеница,подсолнечник,0,,,,,0,,,,
AOI-0006,AOI-0021,0,,,,,озимая пшеница,подсолнечник,0,,,,,0,,,,
AOI-0006,AOI-0022,0,,,,,озимая пшеница,подсолнечник,0,,,,,0,,,,
AOI-0006,AOI-0023,0,,,,,озимая пшеница,подсолнечник,0,,,,,0,,,,
AOI-0006,AOI-0026,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
AOI-0006,AOI-0027,0,,,,,озимая пшеница,озимая пшеница,0,,,,,0,,,,
