private,train,n,mask_eq,any_eq,temp_rmse,prec_rmse,target_n,target_corr,target_rmse
AOI-0001,AOI-0040,3195,0.6444444444444445,0.6873239436619718,1.6191367820512559,3.3720147781426184,229,0.41160152302740083,0.267475013679338
AOI-0001,AOI-0041,864,0.1076388888888889,0.2673611111111111,,,231,0.597287769736533,0.18160133087882116
AOI-0001,AOI-0043,3195,0.7830985915492957,0.8131455399061033,0.9722707036904124,2.611921869879801,372,0.6523564406163451,0.2084016038562111
AOI-0001,AOI-0045,3195,0.7151799687010955,0.7530516431924883,1.0066059964274683,2.6569350419244038,285,0.5591888983971502,0.23501865756503953
AOI-0001,AOI-0048,3195,0.7158059467918623,0.7533646322378716,0.891344804540999,2.6141651518925575,281,0.5680837895203291,0.20822512265375298
AOI-0001,AOI-0050,720,0.5319444444444444,0.5986111111111111,,,431,0.41558456467454324,0.2330853130014984
AOI-0001,AOI-0052,3195,0.8438184663536776,0.8616588419405321,0.6741634245651666,1.8905038268876326,460,0.4207253854428744,0.2503360391391258
AOI-0001,AOI-0053,3195,0.8528951486697965,0.8694835680751174,0.5937544229317772,1.8655943188587671,458,0.61931560636443,0.18181989969691073
AOI-0001,AOI-0055,702,0.5313390313390314,0.6068376068376068,,,426,0.3827177187225131,0.21463966321275857
AOI-0001,AOI-0056,765,0.5124183006535947,0.5843137254901961,,,447,0.7331794343485233,0.16129671914728383
AOI-0001,AOI-0060,3195,0.8497652582159625,0.8651017214397496,0.7849805977696815,2.1453536544083835,439,0.4656749014839086,0.23419245121632473
AOI-0001,AOI-0063,3195,0.7937402190923317,0.8222222222222222,1.1711300039599795,3.617612136052499,377,0.5649588102155564,0.22101721592901394
AOI-0001,AOI-0064,3195,0.7971830985915493,0.8247261345852895,1.1246523565179498,3.4800185689240393,377,0.6545654299415751,0.19089113656657122
AOI-0001,AOI-0065,3195,0.7974960876369327,0.8253521126760563,1.1711300039599795,3.617612136052499,380,0.6829913849519869,0.18535013842115444
AOI-0001,AOI-0069,3195,0.7070422535211267,0.7439749608763693,1.4106453140901727,3.2512816253489505,274,0.4414150289964044,0.25823983367573683
AOI-0001,AOI-0070,3195,0.7076682316118936,0.7449139280125195,1.439438521321339,3.3111553765869517,275,0.3288533997304452,0.24836283564991166
AOI-0001,AOI-0071,695,0.20575539568345325,0.3640287769784173,,,253,0.3768689816289726,0.22349397074302596
AOI-0001,AOI-0075,3195,0.7552425665101722,0.7827856025039124,2.7650020227981806,3.8791962092265226,286,0.1709001234432898,0.26857074798252717
AOI-0001,AOI-0076,701,0.2838801711840228,0.41512125534950073,,,291,0.42924561501898273,0.23010417301596062
AOI-0001,AOI-0077,695,0.29784172661870506,0.4172661870503597,,,290,0.3066535157113951,0.2457331263907143
AOI-0010,AOI-0002,689,0.47895500725689405,0.5950653120464441,,,386,0.5703067570664753,0.2069939938999536
AOI-0010,AOI-0003,689,0.6995645863570392,0.7924528301886793,,,537,0.6157282029251373,0.1957839718989312
AOI-0010,AOI-0004,689,0.4281567489114659,0.5515239477503628,,,349,0.4270744578481992,0.2411954713109873
AOI-0010,AOI-0007,689,0.8476052249637155,0.8548621190130624,,,588,0.6206650025924189,0.18851219679280665
AOI-0010,AOI-0008,664,0.8524096385542169,0.8659638554216867,,,575,0.6328697600051012,0.1810460439663372
AOI-0010,AOI-0011,689,0.8505079825834543,0.8592162554426706,,,591,0.6524720001067202,0.18763377164864173
AOI-0010,AOI-0015,689,0.7489114658925979,0.8316400580551524,,,568,0.5749823593439103,0.2024576217671941
AOI-0010,AOI-0019,689,0.7677793904208998,0.8476052249637155,,,579,0.6921437489506191,0.17269626548504297
AOI-0010,AOI-0020,689,0.7561683599419449,0.8316400580551524,,,568,0.5888168872743983,0.19086158072393666
AOI-0010,AOI-0021,689,0.7532656023222061,0.8359941944847605,,,572,0.44830310447862404,0.2348392682050175
AOI-0010,AOI-0022,689,0.7561683599419449,0.8359941944847605,,,571,0.563424486372525,0.21169013242354065
AOI-0010,AOI-0023,689,0.7692307692307693,0.8432510885341074,,,577,0.5849784648005588,0.23181115257607673
AOI-0010,AOI-0026,689,0.3875181422351234,0.5123367198838897,,,314,0.5619855271241938,0.21372978756925834
AOI-0010,AOI-0027,356,0.6207865168539326,0.8539325842696629,,,304,0.38893703783064504,0.24955658042164594
AOI-0010,AOI-0030,689,0.386066763425254,0.5036284470246735,,,307,0.17349807749243645,0.34075189682762974
AOI-0010,AOI-0033,689,0.32801161103047893,0.521044992743106,,,324,0.6582322307066987,0.18749869683115905
AOI-0010,AOI-0035,376,0.4920212765957447,0.8590425531914894,,,323,0.5524531883501356,0.2051207665910139
AOI-0010,AOI-0037,689,0.3193033381712627,0.5137880986937591,,,318,0.6943101651823995,0.14917232101441444
AOI-0010,AOI-0038,689,0.31059506531204645,0.5152394775036284,,,319,0.7007761372510443,0.15982495299800073
AOI-0010,AOI-0040,689,0.31059506531204645,0.5152394775036284,,,320,0.49382583023850113,0.21664800312081128
AOI-0010,AOI-0041,373,0.4772117962466488,0.8498659517426274,,,317,0.6981725699067975,0.14981667224968478
AOI-0010,AOI-0043,689,0.7474600870827286,0.7924528301886793,,,539,0.5737086923870801,0.20163775768830614
AOI-0010,AOI-0045,689,0.5457184325108854,0.6894049346879536,,,457,0.5794833900193723,0.2016008571813471
AOI-0010,AOI-0048,689,0.5428156748911466,0.6923076923076923,,,461,0.5116130962261205,0.2025874375418651
AOI-0010,AOI-0050,370,0.5567567567567567,0.8621621621621621,,,319,0.23697354874111337,0.2694043296721205
AOI-0010,AOI-0052,689,0.3439767779390421,0.5297532656023222,,,329,0.5323815309635084,0.2241276364247403
AOI-0010,AOI-0053,689,0.3570391872278665,0.525399129172714,,,324,0.4752950611009572,0.2040907421378426
