route,features,group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved
history,compact,group_aoiyear,1,2,hgb8,0.04,391,0.05725587053165994,0.056753318510709194,0.0005025520209507445,0
history,compact,group_aoiyear,1,2,hgb8,0.06,391,0.05725587053165994,0.056753318510709194,0.0005025520209507445,0
history,compact,group_aoiyear,1,3,hgb8,0.01,360,0.06417723569718684,0.06432748717320043,-0.00015025147601359368,1
history,compact,group_aoiyear,1,3,hgb8,0.02,360,0.06389908799063039,0.06432748717320043,-0.0004283991825700384,1
history,compact,group_aoiyear,1,3,hgb8,0.03,360,0.06384513385757105,0.06432748717320043,-0.00048235331562937467,1
history,compact,group_aoiyear,1,3,hgb8,0.04,360,0.06385462181880439,0.06432748717320043,-0.00047286535439604316,1
history,compact,group_aoiyear,1,3,hgb8,0.06,360,0.06385462181880439,0.06432748717320043,-0.00047286535439604316,1
history,compact,group_aoiyear,2,1,ridge30,0.01,381,0.0720215607433423,0.07249211498721489,-0.0004705542438725868,1
history,compact,group_aoiyear,2,1,ridge30,0.02,381,0.07195988507855955,0.07249211498721489,-0.0005322299086553406,1
history,compact,group_aoiyear,2,1,ridge30,0.03,381,0.07191277885577499,0.07249211498721489,-0.0005793361314399004,1
history,compact,group_aoiyear,2,1,ridge30,0.04,381,0.07188706801741054,0.07249211498721489,-0.0006050469698043459,1
history,compact,group_aoiyear,2,1,ridge30,0.06,381,0.07187816163844735,0.07249211498721489,-0.000613953348767543,1
history,compact,group_aoiyear,2,2,ridge30,0.01,382,0.060875166336170704,0.06093279295636879,-5.7626620198085454e-05,1
history,compact,group_aoiyear,2,2,ridge30,0.02,382,0.06107663329648062,0.06093279295636879,0.00014384034011183378,0
history,compact,group_aoiyear,2,2,ridge30,0.03,382,0.06117890525933909,0.06093279295636879,0.00024611230297030134,0
history,compact,group_aoiyear,2,2,ridge30,0.04,382,0.061213892595804426,0.06093279295636879,0.0002810996394356363,0
history,compact,group_aoiyear,2,2,ridge30,0.06,382,0.06120550643826774,0.06093279295636879,0.0002727134818989521,0
history,compact,group_aoiyear,2,3,ridge30,0.01,347,0.05384750887891235,0.053961502587106885,-0.00011399370819453747,1
history,compact,group_aoiyear,2,3,ridge30,0.02,347,0.05420048407359505,0.053961502587106885,0.00023898148648816148,0
history,compact,group_aoiyear,2,3,ridge30,0.03,347,0.054419341350690216,0.053961502587106885,0.0004578387635833306,0
history,compact,group_aoiyear,2,3,ridge30,0.04,347,0.05445358930954883,0.053961502587106885,0.0004920867224419423,0
history,compact,group_aoiyear,2,3,ridge30,0.06,347,0.054478416580662485,0.053961502587106885,0.0005169139935555997,0
history,compact,group_aoiyear,2,1,ridge100,0.01,381,0.0722948817391368,0.07249211498721489,-0.00019723324807809084,1
history,compact,group_aoiyear,2,1,ridge100,0.02,381,0.07221694752026722,0.07249211498721489,-0.0002751674669476678,1
history,compact,group_aoiyear,2,1,ridge100,0.03,381,0.07216945594354905,0.07249211498721489,-0.00032265904366583775,1
history,compact,group_aoiyear,2,1,ridge100,0.04,381,0.07214212242449677,0.07249211498721489,-0.0003499925627181155,1
history,compact,group_aoiyear,2,1,ridge100,0.06,381,0.07212494471885685,0.07249211498721489,-0.0003671702683580441,1
history,compact,group_aoiyear,2,2,ridge100,0.01,382,0.06096324282150121,0.06093279295636879,3.044986513241893e-05,0
history,compact,group_aoiyear,2,2,ridge100,0.02,382,0.06102985807002698,0.06093279295636879,9.706511365818737e-05,0
history,compact,group_aoiyear,2,2,ridge100,0.03,382,0.061012697800465504,0.06093279295636879,7.990484409671483e-05,0
history,compact,group_aoiyear,2,2,ridge100,0.04,382,0.061002576172055914,0.06093279295636879,6.978321568712476e-05,0
history,compact,group_aoiyear,2,2,ridge100,0.06,382,0.060993294206388146,0.06093279295636879,6.050125001935691e-05,0
history,compact,group_aoiyear,2,3,ridge100,0.01,347,0.054216764844012215,0.053961502587106885,0.0002552622569053295,0
history,compact,group_aoiyear,2,3,ridge100,0.02,347,0.05452260018857506,0.053961502587106885,0.0005610976014681773,0
history,compact,group_aoiyear,2,3,ridge100,0.03,347,0.054659046987067486,0.053961502587106885,0.0006975443999606007,0
history,compact,group_aoiyear,2,3,ridge100,0.04,347,0.05464854922145094,0.053961502587106885,0.0006870466343440532,0
history,compact,group_aoiyear,2,3,ridge100,0.06,347,0.05461781749721855,0.053961502587106885,0.0006563149101116647,0
history,compact,group_aoiyear,2,1,hgb8,0.01,381,0.0723380665780845,0.07249211498721489,-0.0001540484091303862,1
history,compact,group_aoiyear,2,1,hgb8,0.02,381,0.0722842908567511,0.07249211498721489,-0.0002078241304637879,1
history,compact,group_aoiyear,2,1,hgb8,0.03,381,0.07230528500629003,0.07249211498721489,-0.0001868299809248547,1
history,compact,group_aoiyear,2,1,hgb8,0.04,381,0.07229078939022458,0.07249211498721489,-0.0002013255969903066,1
history,compact,group_aoiyear,2,1,hgb8,0.06,381,0.07229078939022458,0.07249211498721489,-0.0002013255969903066,1
history,compact,group_aoiyear,2,2,hgb8,0.01,382,0.0603963106751595,0.06093279295636879,-0.0005364822812092898,1
history,compact,group_aoiyear,2,2,hgb8,0.02,382,0.059861884971110405,0.06093279295636879,-0.0010709079852583847,1
history,compact,group_aoiyear,2,2,hgb8,0.03,382,0.059701953077966885,0.06093279295636879,-0.0012308398784019042,1
history,compact,group_aoiyear,2,2,hgb8,0.04,382,0.05968366877955296,0.06093279295636879,-0.00124912417681583,1
history,compact,group_aoiyear,2,2,hgb8,0.06,382,0.05968366877955296,0.06093279295636879,-0.00124912417681583,1
history,compact,group_aoiyear,2,3,hgb8,0.01,347,0.05414934937206306,0.053961502587106885,0.0001878467849561749,0
history,compact,group_aoiyear,2,3,hgb8,0.02,347,0.05424592257932781,0.053961502587106885,0.0002844199922209245,0
history,compact,group_aoiyear,2,3,hgb8,0.03,347,0.054123811105506826,0.053961502587106885,0.00016230851839994093,0
history,compact,group_aoiyear,2,3,hgb8,0.04,347,0.054121858324672534,0.053961502587106885,0.00016035573756564836,0
history,compact,group_aoiyear,2,3,hgb8,0.06,347,0.054121858324672534,0.053961502587106885,0.00016035573756564836,0
shared25,candidate,group_aoi,0,1,ridge30,0.01,75,0.05981731533139467,0.05966821403893256,0.0001491012924621088,0
shared25,candidate,group_aoi,0,1,ridge30,0.02,75,0.060282337394645766,0.05966821403893256,0.0006141233557132031,0
shared25,candidate,group_aoi,0,1,ridge30,0.03,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoi,0,1,ridge30,0.04,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoi,0,1,ridge30,0.06,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoi,0,2,ridge30,0.01,68,0.057465287778670965,0.0587025776522498,-0.0012372898735788368,1
shared25,candidate,group_aoi,0,2,ridge30,0.02,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoi,0,2,ridge30,0.03,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoi,0,2,ridge30,0.04,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoi,0,2,ridge30,0.06,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoi,0,3,ridge30,0.01,81,0.062292235518305636,0.06297661088127376,-0.0006843753629681287,1
shared25,candidate,group_aoi,0,3,ridge30,0.02,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoi,0,3,ridge30,0.03,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoi,0,3,ridge30,0.04,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoi,0,3,ridge30,0.06,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoi,0,1,ridge100,0.01,75,0.05981806605418204,0.05966821403893256,0.00014985201524947422,0
shared25,candidate,group_aoi,0,1,ridge100,0.02,75,0.0602606786689795,0.05966821403893256,0.0005924646300469391,0
shared25,candidate,group_aoi,0,1,ridge100,0.03,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoi,0,1,ridge100,0.04,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoi,0,1,ridge100,0.06,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoi,0,2,ridge100,0.01,68,0.05748204105596805,0.0587025776522498,-0.0012205365962817544,1
shared25,candidate,group_aoi,0,2,ridge100,0.02,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoi,0,2,ridge100,0.03,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoi,0,2,ridge100,0.04,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoi,0,2,ridge100,0.06,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoi,0,3,ridge100,0.01,81,0.06226727221634099,0.06297661088127376,-0.0007093386649327724,1
shared25,candidate,group_aoi,0,3,ridge100,0.02,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoi,0,3,ridge100,0.03,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoi,0,3,ridge100,0.04,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoi,0,3,ridge100,0.06,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoi,0,1,hgb8,0.01,75,0.059785932824760586,0.05966821403893256,0.00011771878582802348,0
shared25,candidate,group_aoi,0,1,hgb8,0.02,75,0.059186242934965785,0.05966821403893256,-0.00048197110396677734,1
shared25,candidate,group_aoi,0,1,hgb8,0.03,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoi,0,1,hgb8,0.04,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoi,0,1,hgb8,0.06,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoi,0,2,hgb8,0.01,68,0.05679295506326098,0.0587025776522498,-0.0019096225889888227,1
shared25,candidate,group_aoi,0,2,hgb8,0.02,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoi,0,2,hgb8,0.03,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoi,0,2,hgb8,0.04,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoi,0,2,hgb8,0.06,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoi,0,3,hgb8,0.01,81,0.06143845793629912,0.06297661088127376,-0.0015381529449746412,1
shared25,candidate,group_aoi,0,3,hgb8,0.02,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoi,0,3,hgb8,0.03,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoi,0,3,hgb8,0.04,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoi,0,3,hgb8,0.06,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoi,1,1,ridge30,0.01,75,0.03037855037876935,0.031899458564952084,-0.0015209081861827338,1
shared25,candidate,group_aoi,1,1,ridge30,0.02,75,0.030170225900074545,0.031899458564952084,-0.0017292326648775391,1
shared25,candidate,group_aoi,1,1,ridge30,0.03,75,0.030170225900074545,0.031899458564952084,-0.0017292326648775391,1
shared25,candidate,group_aoi,1,1,ridge30,0.04,75,0.030170225900074545,0.031899458564952084,-0.0017292326648775391,1
shared25,candidate,group_aoi,1,1,ridge30,0.06,75,0.030170225900074545,0.031899458564952084,-0.0017292326648775391,1
shared25,candidate,group_aoi,1,2,ridge30,0.01,80,0.03944733456054747,0.03972801163540584,-0.0002806770748583695,1
shared25,candidate,group_aoi,1,2,ridge30,0.02,80,0.03967672083911628,0.03972801163540584,-5.129079628955757e-05,1
shared25,candidate,group_aoi,1,2,ridge30,0.03,80,0.03971450385963109,0.03972801163540584,-1.3507775774752873e-05,1
shared25,candidate,group_aoi,1,2,ridge30,0.04,80,0.03971450385963109,0.03972801163540584,-1.3507775774752873e-05,1
shared25,candidate,group_aoi,1,2,ridge30,0.06,80,0.03971450385963109,0.03972801163540584,-1.3507775774752873e-05,1
shared25,candidate,group_aoi,1,3,ridge30,0.01,77,0.05270141111750265,0.051795365240486564,0.0009060458770160859,0
shared25,candidate,group_aoi,1,3,ridge30,0.02,77,0.05283348373747626,0.051795365240486564,0.001038118496989697,0
shared25,candidate,group_aoi,1,3,ridge30,0.03,77,0.0528225129266251,0.051795365240486564,0.001027147686138534,0
shared25,candidate,group_aoi,1,3,ridge30,0.04,77,0.0528225129266251,0.051795365240486564,0.001027147686138534,0
shared25,candidate,group_aoi,1,3,ridge30,0.06,77,0.0528225129266251,0.051795365240486564,0.001027147686138534,0
shared25,candidate,group_aoi,1,1,ridge100,0.01,75,0.030393031938532128,0.031899458564952084,-0.0015064266264199558,1
shared25,candidate,group_aoi,1,1,ridge100,0.02,75,0.03019780593470197,0.031899458564952084,-0.001701652630250114,1
shared25,candidate,group_aoi,1,1,ridge100,0.03,75,0.03019780593470197,0.031899458564952084,-0.001701652630250114,1
shared25,candidate,group_aoi,1,1,ridge100,0.04,75,0.03019780593470197,0.031899458564952084,-0.001701652630250114,1
shared25,candidate,group_aoi,1,1,ridge100,0.06,75,0.03019780593470197,0.031899458564952084,-0.001701652630250114,1
shared25,candidate,group_aoi,1,2,ridge100,0.01,80,0.03944328761412838,0.03972801163540584,-0.00028472402127745905,1
shared25,candidate,group_aoi,1,2,ridge100,0.02,80,0.03962981597263249,0.03972801163540584,-9.81956627733524e-05,1
shared25,candidate,group_aoi,1,2,ridge100,0.03,80,0.03964872436060623,0.03972801163540584,-7.928727479961095e-05,1
shared25,candidate,group_aoi,1,2,ridge100,0.04,80,0.03964872436060623,0.03972801163540584,-7.928727479961095e-05,1
shared25,candidate,group_aoi,1,2,ridge100,0.06,80,0.03964872436060623,0.03972801163540584,-7.928727479961095e-05,1
shared25,candidate,group_aoi,1,3,ridge100,0.01,77,0.05269183669515731,0.051795365240486564,0.0008964714546707483,0
shared25,candidate,group_aoi,1,3,ridge100,0.02,77,0.05277472303270517,0.051795365240486564,0.0009793577922186034,0
shared25,candidate,group_aoi,1,3,ridge100,0.03,77,0.052762969189612194,0.051795365240486564,0.0009676039491256297,0
shared25,candidate,group_aoi,1,3,ridge100,0.04,77,0.052762969189612194,0.051795365240486564,0.0009676039491256297,0
shared25,candidate,group_aoi,1,3,ridge100,0.06,77,0.052762969189612194,0.051795365240486564,0.0009676039491256297,0
shared25,candidate,group_aoi,1,1,hgb8,0.01,75,0.03138872044698797,0.031899458564952084,-0.0005107381179641143,1
shared25,candidate,group_aoi,1,1,hgb8,0.02,75,0.031985573184419275,0.031899458564952084,8.611461946719107e-05,0
shared25,candidate,group_aoi,1,1,hgb8,0.03,75,0.03253243703680216,0.031899458564952084,0.0006329784718500792,0
shared25,candidate,group_aoi,1,1,hgb8,0.04,75,0.03253243703680216,0.031899458564952084,0.0006329784718500792,0
shared25,candidate,group_aoi,1,1,hgb8,0.06,75,0.03253243703680216,0.031899458564952084,0.0006329784718500792,0
shared25,candidate,group_aoi,1,2,hgb8,0.01,80,0.040149600452195414,0.03972801163540584,0.000421588816789574,0
shared25,candidate,group_aoi,1,2,hgb8,0.02,80,0.04054943434109603,0.03972801163540584,0.000821422705690189,0
shared25,candidate,group_aoi,1,2,hgb8,0.03,80,0.04090549031648328,0.03972801163540584,0.0011774786810774401,0
shared25,candidate,group_aoi,1,2,hgb8,0.04,80,0.04090549031648328,0.03972801163540584,0.0011774786810774401,0
shared25,candidate,group_aoi,1,2,hgb8,0.06,80,0.04090549031648328,0.03972801163540584,0.0011774786810774401,0
shared25,candidate,group_aoi,1,3,hgb8,0.01,77,0.05287201927336972,0.051795365240486564,0.0010766540328831578,0
shared25,candidate,group_aoi,1,3,hgb8,0.02,77,0.05381250888412249,0.051795365240486564,0.0020171436436359283,0
shared25,candidate,group_aoi,1,3,hgb8,0.03,77,0.05479212993763373,0.051795365240486564,0.0029967646971471654,0
shared25,candidate,group_aoi,1,3,hgb8,0.04,77,0.05479212993763373,0.051795365240486564,0.0029967646971471654,0
shared25,candidate,group_aoi,1,3,hgb8,0.06,77,0.05479212993763373,0.051795365240486564,0.0029967646971471654,0
shared25,candidate,group_aoi,2,1,ridge30,0.01,66,0.08685145213717359,0.08630807110926468,0.0005433810279089069,0
shared25,candidate,group_aoi,2,1,ridge30,0.02,66,0.08805784379821989,0.08630807110926468,0.001749772688955209,0
shared25,candidate,group_aoi,2,1,ridge30,0.03,66,0.08831795675249675,0.08630807110926468,0.0020098856432320678,0
shared25,candidate,group_aoi,2,1,ridge30,0.04,66,0.08831795675249675,0.08630807110926468,0.0020098856432320678,0
shared25,candidate,group_aoi,2,1,ridge30,0.06,66,0.08831795675249675,0.08630807110926468,0.0020098856432320678,0
shared25,candidate,group_aoi,2,2,ridge30,0.01,79,0.07262914930958027,0.07256634540155196,6.280390802830549e-05,0
shared25,candidate,group_aoi,2,2,ridge30,0.02,79,0.07294688874547317,0.07256634540155196,0.00038054334392120803,0
shared25,candidate,group_aoi,2,2,ridge30,0.03,79,0.07296993944918971,0.07256634540155196,0.0004035940476377481,0
shared25,candidate,group_aoi,2,2,ridge30,0.04,79,0.07296993944918971,0.07256634540155196,0.0004035940476377481,0
shared25,candidate,group_aoi,2,2,ridge30,0.06,79,0.07296993944918971,0.07256634540155196,0.0004035940476377481,0
shared25,candidate,group_aoi,2,3,ridge30,0.01,67,0.08817569670385388,0.08899336100924941,-0.0008176643053955379,1
shared25,candidate,group_aoi,2,3,ridge30,0.02,67,0.08814958402879304,0.08899336100924941,-0.0008437769804563733,1
shared25,candidate,group_aoi,2,3,ridge30,0.03,67,0.08814958402879304,0.08899336100924941,-0.0008437769804563733,1
shared25,candidate,group_aoi,2,3,ridge30,0.04,67,0.08814958402879304,0.08899336100924941,-0.0008437769804563733,1
shared25,candidate,group_aoi,2,3,ridge30,0.06,67,0.08814958402879304,0.08899336100924941,-0.0008437769804563733,1
shared25,candidate,group_aoi,2,1,ridge100,0.01,66,0.08685391040203817,0.08630807110926468,0.0005458392927734923,0
shared25,candidate,group_aoi,2,1,ridge100,0.02,66,0.0880196471825385,0.08630807110926468,0.0017115760732738239,0
shared25,candidate,group_aoi,2,1,ridge100,0.03,66,0.08824447127936237,0.08630807110926468,0.0019364001700976907,0
shared25,candidate,group_aoi,2,1,ridge100,0.04,66,0.08824447127936237,0.08630807110926468,0.0019364001700976907,0
shared25,candidate,group_aoi,2,1,ridge100,0.06,66,0.08824447127936237,0.08630807110926468,0.0019364001700976907,0
shared25,candidate,group_aoi,2,2,ridge100,0.01,79,0.07259910835572311,0.07256634540155196,3.2762954171150493e-05,0
shared25,candidate,group_aoi,2,2,ridge100,0.02,79,0.07289185965056486,0.07256634540155196,0.0003255142490128926,0
shared25,candidate,group_aoi,2,2,ridge100,0.03,79,0.07290647297855223,0.07256634540155196,0.00034012757700026264,0
shared25,candidate,group_aoi,2,2,ridge100,0.04,79,0.07290647297855223,0.07256634540155196,0.00034012757700026264,0
shared25,candidate,group_aoi,2,2,ridge100,0.06,79,0.07290647297855223,0.07256634540155196,0.00034012757700026264,0
shared25,candidate,group_aoi,2,3,ridge100,0.01,67,0.08818319449346311,0.08899336100924941,-0.0008101665157863036,1
shared25,candidate,group_aoi,2,3,ridge100,0.02,67,0.0881584175588125,0.08899336100924941,-0.0008349434504369146,1
shared25,candidate,group_aoi,2,3,ridge100,0.03,67,0.0881584175588125,0.08899336100924941,-0.0008349434504369146,1
shared25,candidate,group_aoi,2,3,ridge100,0.04,67,0.0881584175588125,0.08899336100924941,-0.0008349434504369146,1
shared25,candidate,group_aoi,2,3,ridge100,0.06,67,0.0881584175588125,0.08899336100924941,-0.0008349434504369146,1
shared25,candidate,group_aoi,2,1,hgb8,0.01,66,0.08718330222638586,0.08630807110926468,0.000875231117121178,0
shared25,candidate,group_aoi,2,1,hgb8,0.02,66,0.08850581069941096,0.08630807110926468,0.002197739590146283,0
shared25,candidate,group_aoi,2,1,hgb8,0.03,66,0.08869702541497679,0.08630807110926468,0.002388954305712107,0
shared25,candidate,group_aoi,2,1,hgb8,0.04,66,0.08869702541497679,0.08630807110926468,0.002388954305712107,0
shared25,candidate,group_aoi,2,1,hgb8,0.06,66,0.08869702541497679,0.08630807110926468,0.002388954305712107,0
shared25,candidate,group_aoi,2,2,hgb8,0.01,79,0.07266678571698997,0.07256634540155196,0.00010044031543800236,0
shared25,candidate,group_aoi,2,2,hgb8,0.02,79,0.07274670651405143,0.07256634540155196,0.00018036111249947195,0
shared25,candidate,group_aoi,2,2,hgb8,0.03,79,0.07274670651405143,0.07256634540155196,0.00018036111249947195,0
shared25,candidate,group_aoi,2,2,hgb8,0.04,79,0.07274670651405143,0.07256634540155196,0.00018036111249947195,0
shared25,candidate,group_aoi,2,2,hgb8,0.06,79,0.07274670651405143,0.07256634540155196,0.00018036111249947195,0
shared25,candidate,group_aoi,2,3,hgb8,0.01,67,0.08727669059294355,0.08899336100924941,-0.0017166704163058683,1
shared25,candidate,group_aoi,2,3,hgb8,0.02,67,0.08682360468754183,0.08899336100924941,-0.002169756321707586,1
shared25,candidate,group_aoi,2,3,hgb8,0.03,67,0.08682360468754183,0.08899336100924941,-0.002169756321707586,1
shared25,candidate,group_aoi,2,3,hgb8,0.04,67,0.08682360468754183,0.08899336100924941,-0.002169756321707586,1
shared25,candidate,group_aoi,2,3,hgb8,0.06,67,0.08682360468754183,0.08899336100924941,-0.002169756321707586,1
shared25,candidate,group_aoiyear,0,1,ridge30,0.01,75,0.05981731533139467,0.05966821403893256,0.0001491012924621088,0
shared25,candidate,group_aoiyear,0,1,ridge30,0.02,75,0.060282337394645766,0.05966821403893256,0.0006141233557132031,0
shared25,candidate,group_aoiyear,0,1,ridge30,0.03,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoiyear,0,1,ridge30,0.04,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoiyear,0,1,ridge30,0.06,75,0.060315615974190086,0.05966821403893256,0.000647401935257523,0
shared25,candidate,group_aoiyear,0,2,ridge30,0.01,68,0.057465287778670965,0.0587025776522498,-0.0012372898735788368,1
shared25,candidate,group_aoiyear,0,2,ridge30,0.02,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoiyear,0,2,ridge30,0.03,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoiyear,0,2,ridge30,0.04,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoiyear,0,2,ridge30,0.06,68,0.057419733196538585,0.0587025776522498,-0.001282844455711217,1
shared25,candidate,group_aoiyear,0,3,ridge30,0.01,81,0.062292235518305636,0.06297661088127376,-0.0006843753629681287,1
shared25,candidate,group_aoiyear,0,3,ridge30,0.02,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoiyear,0,3,ridge30,0.03,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoiyear,0,3,ridge30,0.04,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoiyear,0,3,ridge30,0.06,81,0.06237750918044971,0.06297661088127376,-0.0005991017008240562,1
shared25,candidate,group_aoiyear,0,1,ridge100,0.01,75,0.05981806605418204,0.05966821403893256,0.00014985201524947422,0
shared25,candidate,group_aoiyear,0,1,ridge100,0.02,75,0.0602606786689795,0.05966821403893256,0.0005924646300469391,0
shared25,candidate,group_aoiyear,0,1,ridge100,0.03,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoiyear,0,1,ridge100,0.04,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoiyear,0,1,ridge100,0.06,75,0.06028369541784314,0.05966821403893256,0.0006154813789105776,0
shared25,candidate,group_aoiyear,0,2,ridge100,0.01,68,0.05748204105596805,0.0587025776522498,-0.0012205365962817544,1
shared25,candidate,group_aoiyear,0,2,ridge100,0.02,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoiyear,0,2,ridge100,0.03,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoiyear,0,2,ridge100,0.04,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoiyear,0,2,ridge100,0.06,68,0.05743853176903524,0.0587025776522498,-0.0012640458832145623,1
shared25,candidate,group_aoiyear,0,3,ridge100,0.01,81,0.06226727221634099,0.06297661088127376,-0.0007093386649327724,1
shared25,candidate,group_aoiyear,0,3,ridge100,0.02,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoiyear,0,3,ridge100,0.03,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoiyear,0,3,ridge100,0.04,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoiyear,0,3,ridge100,0.06,81,0.06233906861032941,0.06297661088127376,-0.0006375422709443551,1
shared25,candidate,group_aoiyear,0,1,hgb8,0.01,75,0.059785932824760586,0.05966821403893256,0.00011771878582802348,0
shared25,candidate,group_aoiyear,0,1,hgb8,0.02,75,0.059186242934965785,0.05966821403893256,-0.00048197110396677734,1
shared25,candidate,group_aoiyear,0,1,hgb8,0.03,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoiyear,0,1,hgb8,0.04,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoiyear,0,1,hgb8,0.06,75,0.059160116751897876,0.05966821403893256,-0.0005080972870346867,1
shared25,candidate,group_aoiyear,0,2,hgb8,0.01,68,0.05679295506326098,0.0587025776522498,-0.0019096225889888227,1
shared25,candidate,group_aoiyear,0,2,hgb8,0.02,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoiyear,0,2,hgb8,0.03,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoiyear,0,2,hgb8,0.04,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoiyear,0,2,hgb8,0.06,68,0.056265217255532664,0.0587025776522498,-0.002437360396717138,1
shared25,candidate,group_aoiyear,0,3,hgb8,0.01,81,0.06143845793629912,0.06297661088127376,-0.0015381529449746412,1
shared25,candidate,group_aoiyear,0,3,hgb8,0.02,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoiyear,0,3,hgb8,0.03,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoiyear,0,3,hgb8,0.04,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoiyear,0,3,hgb8,0.06,81,0.06089580157573728,0.06297661088127376,-0.002080809305536488,1
shared25,candidate,group_aoiyear,1,1,ridge30,0.01,75,0.03037855037876935,0.031899458564952084,-0.0015209081861827338,1
shared25,candidate,group_aoiyear,1,1,ridge30,0.02,75,0.030170225900074545,0.031899458564952084,-0.0017292326648775391,1
