route,features,group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved
all,candidate,group_aoiyear,2,2,ridge30,0.04,535,0.06625890177186797,0.06637313009396066,-0.00011422832209269373,1
all,candidate,group_aoiyear,2,2,ridge30,0.06,535,0.06625890177186797,0.06637313009396066,-0.00011422832209269373,1
all,candidate,group_aoiyear,2,3,ridge30,0.01,507,0.0653100546552668,0.06568027664827263,-0.00037022199300582037,1
all,candidate,group_aoiyear,2,3,ridge30,0.02,507,0.06524617075619991,0.06568027664827263,-0.00043410589207271144,1
all,candidate,group_aoiyear,2,3,ridge30,0.03,507,0.06524321109609237,0.06568027664827263,-0.0004370655521802602,1
all,candidate,group_aoiyear,2,3,ridge30,0.04,507,0.06524321109609237,0.06568027664827263,-0.0004370655521802602,1
all,candidate,group_aoiyear,2,3,ridge30,0.06,507,0.06524321109609237,0.06568027664827263,-0.0004370655521802602,1
all,candidate,group_aoiyear,2,1,ridge100,0.01,537,0.08614287361541346,0.0861174477993536,2.5425816059868045e-05,0
all,candidate,group_aoiyear,2,1,ridge100,0.02,537,0.08614287361541346,0.0861174477993536,2.5425816059868045e-05,0
all,candidate,group_aoiyear,2,1,ridge100,0.03,537,0.08614287361541346,0.0861174477993536,2.5425816059868045e-05,0
all,candidate,group_aoiyear,2,1,ridge100,0.04,537,0.08614287361541346,0.0861174477993536,2.5425816059868045e-05,0
all,candidate,group_aoiyear,2,1,ridge100,0.06,537,0.08614287361541346,0.0861174477993536,2.5425816059868045e-05,0
all,candidate,group_aoiyear,2,2,ridge100,0.01,535,0.06625410136563903,0.06637313009396066,-0.00011902872832163236,1
all,candidate,group_aoiyear,2,2,ridge100,0.02,535,0.06624650322370018,0.06637313009396066,-0.00012662687026047947,1
all,candidate,group_aoiyear,2,2,ridge100,0.03,535,0.06624650322370018,0.06637313009396066,-0.00012662687026047947,1
all,candidate,group_aoiyear,2,2,ridge100,0.04,535,0.06624650322370018,0.06637313009396066,-0.00012662687026047947,1
all,candidate,group_aoiyear,2,2,ridge100,0.06,535,0.06624650322370018,0.06637313009396066,-0.00012662687026047947,1
all,candidate,group_aoiyear,2,3,ridge100,0.01,507,0.06544641087717619,0.06568027664827263,-0.00023386577109643647,1
all,candidate,group_aoiyear,2,3,ridge100,0.02,507,0.06544641087717619,0.06568027664827263,-0.00023386577109643647,1
all,candidate,group_aoiyear,2,3,ridge100,0.03,507,0.06544641087717619,0.06568027664827263,-0.00023386577109643647,1
all,candidate,group_aoiyear,2,3,ridge100,0.04,507,0.06544641087717619,0.06568027664827263,-0.00023386577109643647,1
all,candidate,group_aoiyear,2,3,ridge100,0.06,507,0.06544641087717619,0.06568027664827263,-0.00023386577109643647,1
all,candidate,group_aoiyear,2,1,hgb8,0.01,537,0.08626206648075682,0.0861174477993536,0.00014461868140322465,0
all,candidate,group_aoiyear,2,1,hgb8,0.02,537,0.08642604604964874,0.0861174477993536,0.000308598250295139,0
all,candidate,group_aoiyear,2,1,hgb8,0.03,537,0.08645521442101577,0.0861174477993536,0.0003377666216621694,0
all,candidate,group_aoiyear,2,1,hgb8,0.04,537,0.08645806598947073,0.0861174477993536,0.00034061819011713124,0
all,candidate,group_aoiyear,2,1,hgb8,0.06,537,0.08645806598947073,0.0861174477993536,0.00034061819011713124,0
all,candidate,group_aoiyear,2,2,hgb8,0.01,535,0.06660269811538957,0.06637313009396066,0.00022956802142891364,0
all,candidate,group_aoiyear,2,2,hgb8,0.02,535,0.06674570957421117,0.06637313009396066,0.0003725794802505039,0
all,candidate,group_aoiyear,2,2,hgb8,0.03,535,0.06677886350381707,0.06637313009396066,0.00040573340985640416,0
all,candidate,group_aoiyear,2,2,hgb8,0.04,535,0.06678063534639496,0.06637313009396066,0.00040750525243429814,0
all,candidate,group_aoiyear,2,2,hgb8,0.06,535,0.06678063534639496,0.06637313009396066,0.00040750525243429814,0
all,candidate,group_aoiyear,2,3,hgb8,0.01,507,0.06586853785347967,0.06568027664827263,0.00018826120520704093,0
all,candidate,group_aoiyear,2,3,hgb8,0.02,507,0.06592909452487587,0.06568027664827263,0.0002488178766032467,0
all,candidate,group_aoiyear,2,3,hgb8,0.03,507,0.06592760349215164,0.06568027664827263,0.0002473268438790144,0
all,candidate,group_aoiyear,2,3,hgb8,0.04,507,0.06592760349215164,0.06568027664827263,0.0002473268438790144,0
all,candidate,group_aoiyear,2,3,hgb8,0.06,507,0.06592760349215164,0.06568027664827263,0.0002473268438790144,0
all,compact,group_aoi,0,1,ridge30,0.01,632,0.055711177538028483,0.056145518223847606,-0.00043434068581912205,1
all,compact,group_aoi,0,1,ridge30,0.02,632,0.05587671471247695,0.056145518223847606,-0.00026880351137065217,1
all,compact,group_aoi,0,1,ridge30,0.03,632,0.0560640668427236,0.056145518223847606,-8.145138112400363e-05,1
all,compact,group_aoi,0,1,ridge30,0.04,632,0.056194659589313745,0.056145518223847606,4.9141365466139064e-05,0
all,compact,group_aoi,0,1,ridge30,0.06,632,0.056345263448401815,0.056145518223847606,0.00019974522455420973,0
all,compact,group_aoi,0,2,ridge30,0.01,358,0.061182982352203215,0.06144941043782159,-0.0002664280856183726,1
all,compact,group_aoi,0,2,ridge30,0.02,358,0.061297418120594006,0.06144941043782159,-0.0001519923172275811,1
all,compact,group_aoi,0,2,ridge30,0.03,358,0.06124584213257308,0.06144941043782159,-0.00020356830524850822,1
all,compact,group_aoi,0,2,ridge30,0.04,358,0.06120453073686685,0.06144941043782159,-0.00024487970095473516,1
all,compact,group_aoi,0,2,ridge30,0.06,358,0.06120676416061024,0.06144941043782159,-0.00024264627721135024,1
all,compact,group_aoi,0,3,ridge30,0.01,830,0.0623844246071586,0.06248292062498674,-9.849601782813827e-05,1
all,compact,group_aoi,0,3,ridge30,0.02,830,0.06270832626372869,0.06248292062498674,0.0002254056387419462,0
all,compact,group_aoi,0,3,ridge30,0.03,830,0.06289889897943766,0.06248292062498674,0.00041597835445092435,0
all,compact,group_aoi,0,3,ridge30,0.04,830,0.06307979675907373,0.06248292062498674,0.0005968761340869877,0
all,compact,group_aoi,0,3,ridge30,0.06,830,0.06315829375359115,0.06248292062498674,0.0006753731286044118,0
all,compact,group_aoi,0,1,ridge100,0.01,632,0.0557477283059925,0.056145518223847606,-0.000397789917855107,1
all,compact,group_aoi,0,1,ridge100,0.02,632,0.0559144409994676,0.056145518223847606,-0.00023107722438000383,1
all,compact,group_aoi,0,1,ridge100,0.03,632,0.05607637406207349,0.056145518223847606,-6.914416177411509e-05,1
all,compact,group_aoi,0,1,ridge100,0.04,632,0.056209036347736795,0.056145518223847606,6.351812388918909e-05,0
all,compact,group_aoi,0,1,ridge100,0.06,632,0.056360543359868065,0.056145518223847606,0.00021502513602045942,0
all,compact,group_aoi,0,2,ridge100,0.01,358,0.06131887834415316,0.06144941043782159,-0.00013053209366842983,1
all,compact,group_aoi,0,2,ridge100,0.02,358,0.06138484082391774,0.06144941043782159,-6.456961390384486e-05,1
all,compact,group_aoi,0,2,ridge100,0.03,358,0.06135127557857507,0.06144941043782159,-9.813485924652088e-05,1
all,compact,group_aoi,0,2,ridge100,0.04,358,0.06135538179435854,0.06144941043782159,-9.402864346304968e-05,1
all,compact,group_aoi,0,2,ridge100,0.06,358,0.061362442100631305,0.06144941043782159,-8.696833719028241e-05,1
all,compact,group_aoi,0,3,ridge100,0.01,830,0.06228105861768184,0.06248292062498674,-0.00020186200730489684,1
all,compact,group_aoi,0,3,ridge100,0.02,830,0.06252557432574811,0.06248292062498674,4.2653700761369207e-05,0
all,compact,group_aoi,0,3,ridge100,0.03,830,0.06265937707137434,0.06248292062498674,0.00017645644638759894,0
all,compact,group_aoi,0,3,ridge100,0.04,830,0.06272053763257623,0.06248292062498674,0.000237617007589494,0
all,compact,group_aoi,0,3,ridge100,0.06,830,0.06277471500611403,0.06248292062498674,0.0002917943811272944,0
all,compact,group_aoi,0,1,hgb8,0.01,632,0.05613065815228345,0.056145518223847606,-1.4860071564155863e-05,1
all,compact,group_aoi,0,1,hgb8,0.02,632,0.05611498512296245,0.056145518223847606,-3.053310088515365e-05,1
all,compact,group_aoi,0,1,hgb8,0.03,632,0.056155407400822505,0.056145518223847606,9.88917697489905e-06,0
all,compact,group_aoi,0,1,hgb8,0.04,632,0.05616190070960263,0.056145518223847606,1.6382485755021825e-05,0
all,compact,group_aoi,0,1,hgb8,0.06,632,0.05616190070960263,0.056145518223847606,1.6382485755021825e-05,0
all,compact,group_aoi,0,2,hgb8,0.01,358,0.061280843284961015,0.06144941043782159,-0.00016856715286057283,1
all,compact,group_aoi,0,2,hgb8,0.02,358,0.06138679437897575,0.06144941043782159,-6.261605884583937e-05,1
all,compact,group_aoi,0,2,hgb8,0.03,358,0.06145593276568903,0.06144941043782159,6.522327867443389e-06,0
all,compact,group_aoi,0,2,hgb8,0.04,358,0.06151907096112448,0.06144941043782159,6.966052330289324e-05,0
all,compact,group_aoi,0,2,hgb8,0.06,358,0.06151907096112448,0.06144941043782159,6.966052330289324e-05,0
all,compact,group_aoi,0,3,hgb8,0.01,830,0.06242831715364937,0.06248292062498674,-5.46034713373722e-05,1
all,compact,group_aoi,0,3,hgb8,0.02,830,0.06256431245741383,0.06248292062498674,8.13918324270857e-05,0
all,compact,group_aoi,0,3,hgb8,0.03,830,0.06255065391958772,0.06248292062498674,6.773329460098287e-05,0
all,compact,group_aoi,0,3,hgb8,0.04,830,0.06255267607905235,0.06248292062498674,6.975545406560923e-05,0
all,compact,group_aoi,0,3,hgb8,0.06,830,0.06255267607905235,0.06248292062498674,6.975545406560923e-05,0
all,compact,group_aoi,1,1,ridge30,0.01,411,0.06242964593268346,0.062043598123565157,0.0003860478091183006,0
all,compact,group_aoi,1,1,ridge30,0.02,411,0.06286036913607602,0.062043598123565157,0.0008167710125108682,0
all,compact,group_aoi,1,1,ridge30,0.03,411,0.06301584910261081,0.062043598123565157,0.000972250979045651,0
all,compact,group_aoi,1,1,ridge30,0.04,411,0.06304414690521865,0.062043598123565157,0.0010005487816534889,0
all,compact,group_aoi,1,1,ridge30,0.06,411,0.06302655496224599,0.062043598123565157,0.0009829568386808332,0
all,compact,group_aoi,1,2,ridge30,0.01,267,0.11115663571555792,0.11095451980436578,0.00020211591119213834,0
all,compact,group_aoi,1,2,ridge30,0.02,267,0.11112394147014727,0.11095451980436578,0.00016942166578148843,0
all,compact,group_aoi,1,2,ridge30,0.03,267,0.11112243514341151,0.11095451980436578,0.00016791533904572664,0
all,compact,group_aoi,1,2,ridge30,0.04,267,0.11112243514341151,0.11095451980436578,0.00016791533904572664,0
all,compact,group_aoi,1,2,ridge30,0.06,267,0.11112243514341151,0.11095451980436578,0.00016791533904572664,0
all,compact,group_aoi,1,3,ridge30,0.01,504,0.059502789618844296,0.05956912744491832,-6.633782607402133e-05,1
all,compact,group_aoi,1,3,ridge30,0.02,504,0.05972206269305331,0.05956912744491832,0.0001529352481349916,0
all,compact,group_aoi,1,3,ridge30,0.03,504,0.059871236420694,0.05956912744491832,0.0003021089757756848,0
all,compact,group_aoi,1,3,ridge30,0.04,504,0.059967302842063565,0.05956912744491832,0.00039817539714524786,0
all,compact,group_aoi,1,3,ridge30,0.06,504,0.05996005204628346,0.05956912744491832,0.000390924601365146,0
all,compact,group_aoi,1,1,ridge100,0.01,411,0.06236978098950056,0.062043598123565157,0.000326182865935401,0
all,compact,group_aoi,1,1,ridge100,0.02,411,0.06266825458096287,0.062043598123565157,0.0006246564573977112,0
all,compact,group_aoi,1,1,ridge100,0.03,411,0.0628314887195221,0.062043598123565157,0.0007878905959569429,0
all,compact,group_aoi,1,1,ridge100,0.04,411,0.0628329900339636,0.062043598123565157,0.0007893919103984445,0
all,compact,group_aoi,1,1,ridge100,0.06,411,0.06282231278232792,0.062043598123565157,0.0007787146587627594,0
all,compact,group_aoi,1,2,ridge100,0.01,267,0.11107036849020709,0.11095451980436578,0.00011584868584130215,0
all,compact,group_aoi,1,2,ridge100,0.02,267,0.11103111221387699,0.11095451980436578,7.659240951120305e-05,0
all,compact,group_aoi,1,2,ridge100,0.03,267,0.11104141603533424,0.11095451980436578,8.689623096845567e-05,0
all,compact,group_aoi,1,2,ridge100,0.04,267,0.11104141603533424,0.11095451980436578,8.689623096845567e-05,0
all,compact,group_aoi,1,2,ridge100,0.06,267,0.11104141603533424,0.11095451980436578,8.689623096845567e-05,0
all,compact,group_aoi,1,3,ridge100,0.01,504,0.05964177093654576,0.05956912744491832,7.264349162744432e-05,0
all,compact,group_aoi,1,3,ridge100,0.02,504,0.059827144220885184,0.05956912744491832,0.00025801677596686695,0
all,compact,group_aoi,1,3,ridge100,0.03,504,0.059993759820415354,0.05956912744491832,0.0004246323754970374,0
all,compact,group_aoi,1,3,ridge100,0.04,504,0.0600370830729892,0.05956912744491832,0.00046795562807088603,0
all,compact,group_aoi,1,3,ridge100,0.06,504,0.06002416076209612,0.05956912744491832,0.0004550333171778054,0
all,compact,group_aoi,1,1,hgb8,0.01,411,0.06235431035519178,0.062043598123565157,0.0003107122316266253,0
all,compact,group_aoi,1,1,hgb8,0.02,411,0.06263696818619291,0.062043598123565157,0.000593370062627753,0
all,compact,group_aoi,1,1,hgb8,0.03,411,0.06267264714504511,0.062043598123565157,0.0006290490214799563,0
all,compact,group_aoi,1,1,hgb8,0.04,411,0.06264891303380347,0.062043598123565157,0.0006053149102383179,0
all,compact,group_aoi,1,1,hgb8,0.06,411,0.06264891303380347,0.062043598123565157,0.0006053149102383179,0
all,compact,group_aoi,1,2,hgb8,0.01,267,0.11103992390373146,0.11095451980436578,8.540409936567961e-05,0
all,compact,group_aoi,1,2,hgb8,0.02,267,0.11115091598045579,0.11095451980436578,0.00019639617609000515,0
all,compact,group_aoi,1,2,hgb8,0.03,267,0.11112010583525862,0.11095451980436578,0.0001655860308928392,0
all,compact,group_aoi,1,2,hgb8,0.04,267,0.1111190156935785,0.11095451980436578,0.00016449588921271796,0
all,compact,group_aoi,1,2,hgb8,0.06,267,0.1111190156935785,0.11095451980436578,0.00016449588921271796,0
all,compact,group_aoi,1,3,hgb8,0.01,504,0.05981339630629359,0.05956912744491832,0.00024426886137527554,0
all,compact,group_aoi,1,3,hgb8,0.02,504,0.05998783353035762,0.05956912744491832,0.00041870608543930626,0
all,compact,group_aoi,1,3,hgb8,0.03,504,0.06003318273267073,0.05956912744491832,0.0004640552877524101,0
all,compact,group_aoi,1,3,hgb8,0.04,504,0.06006228643624106,0.05956912744491832,0.0004931589913227397,0
all,compact,group_aoi,1,3,hgb8,0.06,504,0.06006228643624106,0.05956912744491832,0.0004931589913227397,0
all,compact,group_aoi,2,1,ridge30,0.01,542,0.059395744393368775,0.059317013075172995,7.873131819578078e-05,0
all,compact,group_aoi,2,1,ridge30,0.02,542,0.05951528401931323,0.059317013075172995,0.0001982709441402386,0
all,compact,group_aoi,2,1,ridge30,0.03,542,0.05946477434558037,0.059317013075172995,0.0001477612704073733,0
all,compact,group_aoi,2,1,ridge30,0.04,542,0.0595062361924783,0.059317013075172995,0.0001892231173053066,0
all,compact,group_aoi,2,1,ridge30,0.06,542,0.05954520001310093,0.059317013075172995,0.00022818693792793499,0
all,compact,group_aoi,2,2,ridge30,0.01,654,0.0671272882440998,0.06756143900744452,-0.00043415076334471503,1
all,compact,group_aoi,2,2,ridge30,0.02,654,0.06709001812284963,0.06756143900744452,-0.0004714208845948836,1
all,compact,group_aoi,2,2,ridge30,0.03,654,0.06716919836349987,0.06756143900744452,-0.00039224064394464964,1
all,compact,group_aoi,2,2,ridge30,0.04,654,0.0671484885635979,0.06756143900744452,-0.0004129504438466214,1
all,compact,group_aoi,2,2,ridge30,0.06,654,0.06713728410260211,0.06756143900744452,-0.00042415490484240537,1
all,compact,group_aoi,2,3,ridge30,0.01,675,0.0511484741938898,0.051111738380255366,3.673581363443368e-05,0
all,compact,group_aoi,2,3,ridge30,0.02,675,0.05125455997772231,0.051111738380255366,0.00014282159746694528,0
all,compact,group_aoi,2,3,ridge30,0.03,675,0.051288700543778404,0.051111738380255366,0.00017696216352303812,0
all,compact,group_aoi,2,3,ridge30,0.04,675,0.05134369366527624,0.051111738380255366,0.00023195528502087392,0
all,compact,group_aoi,2,3,ridge30,0.06,675,0.051384473301533756,0.051111738380255366,0.00027273492127839055,0
all,compact,group_aoi,2,1,ridge100,0.01,542,0.059354932782200144,0.059317013075172995,3.7919707027149474e-05,0
all,compact,group_aoi,2,1,ridge100,0.02,542,0.05946090806539115,0.059317013075172995,0.00014389499021815605,0
all,compact,group_aoi,2,1,ridge100,0.03,542,0.059479357939113776,0.059317013075172995,0.0001623448639407818,0
all,compact,group_aoi,2,1,ridge100,0.04,542,0.05954233123311035,0.059317013075172995,0.00022531815793735283,0
all,compact,group_aoi,2,1,ridge100,0.06,542,0.05954713777797241,0.059317013075172995,0.0002301247027994141,0
all,compact,group_aoi,2,2,ridge100,0.01,654,0.06730555979606405,0.06756143900744452,-0.0002558792113804692,1
all,compact,group_aoi,2,2,ridge100,0.02,654,0.06729924731439382,0.06756143900744452,-0.0002621916930506951,1
all,compact,group_aoi,2,2,ridge100,0.03,654,0.06739133462059492,0.06756143900744452,-0.00017010438684959828,1
all,compact,group_aoi,2,2,ridge100,0.04,654,0.0674123459754343,0.06756143900744452,-0.00014909303201021684,1
all,compact,group_aoi,2,2,ridge100,0.06,654,0.06740486787565327,0.06756143900744452,-0.0001565711317912527,1
all,compact,group_aoi,2,3,ridge100,0.01,675,0.05113205385048035,0.051111738380255366,2.0315470224983867e-05,0
all,compact,group_aoi,2,3,ridge100,0.02,675,0.051154664949041584,0.051111738380255366,4.29265687862182e-05,0
all,compact,group_aoi,2,3,ridge100,0.03,675,0.05113408398717946,0.051111738380255366,2.234560692409432e-05,0
all,compact,group_aoi,2,3,ridge100,0.04,675,0.05115955771552584,0.051111738380255366,4.7819335270475605e-05,0
all,compact,group_aoi,2,3,ridge100,0.06,675,0.051167001146424605,0.051111738380255366,5.526276616923953e-05,0
all,compact,group_aoi,2,1,hgb8,0.01,542,0.059649926330153716,0.059317013075172995,0.0003329132549807212,0
all,compact,group_aoi,2,1,hgb8,0.02,542,0.059667485945758894,0.059317013075172995,0.0003504728705858995,0
all,compact,group_aoi,2,1,hgb8,0.03,542,0.05960223413802188,0.059317013075172995,0.000285221062848888,0
all,compact,group_aoi,2,1,hgb8,0.04,542,0.059593345364304655,0.059317013075172995,0.00027633228913166025,0
all,compact,group_aoi,2,1,hgb8,0.06,542,0.059593345364304655,0.059317013075172995,0.00027633228913166025,0
all,compact,group_aoi,2,2,hgb8,0.01,654,0.06766211419400896,0.06756143900744452,0.00010067518656443897,0
all,compact,group_aoi,2,2,hgb8,0.02,654,0.06779556691342017,0.06756143900744452,0.00023412790597565625,0
all,compact,group_aoi,2,2,hgb8,0.03,654,0.06781253361492533,0.06756143900744452,0.00025109460748080903,0
all,compact,group_aoi,2,2,hgb8,0.04,654,0.06782888615154983,0.06756143900744452,0.000267447144105315,0
all,compact,group_aoi,2,2,hgb8,0.06,654,0.06782888615154983,0.06756143900744452,0.000267447144105315,0
all,compact,group_aoi,2,3,hgb8,0.01,675,0.05124914675551474,0.051111738380255366,0.0001374083752593777,0
all,compact,group_aoi,2,3,hgb8,0.02,675,0.051397310421636096,0.051111738380255366,0.00028557204138073,0
all,compact,group_aoi,2,3,hgb8,0.03,675,0.05140160023810503,0.051111738380255366,0.00028986185784966173,0
all,compact,group_aoi,2,3,hgb8,0.04,675,0.05139516987139884,0.051111738380255366,0.00028343149114347377,0
all,compact,group_aoi,2,3,hgb8,0.06,675,0.05139516987139884,0.051111738380255366,0.00028343149114347377,0
all,compact,group_aoiyear,0,1,ridge30,0.01,545,0.0885652173734191,0.08854949557261499,1.5721800804113784e-05,0
all,compact,group_aoiyear,0,1,ridge30,0.02,545,0.08854762705944849,0.08854949557261499,-1.8685131664974985e-06,1
all,compact,group_aoiyear,0,1,ridge30,0.03,545,0.08853562580266656,0.08854949557261499,-1.3869769948424149e-05,1
