seed,method,alpha,n,rmse
2,soft_all_r8_l0_p1,0.1000000000,2644,0.0664721124
2,soft_all_r8_l0_p1,0.1500000000,2644,0.0663406948
2,soft_all_r8_l0_p1,0.2000000000,2644,0.0662326903
2,soft_all_r8_l0_p1,0.2500000000,2644,0.0661482134
2,soft_all_r8_l0_p1,0.3000000000,2644,0.0660873544
2,soft_all_r8_l0_p1,0.3500000000,2644,0.0660501787
2,soft_all_r8_l0_p1,0.4000000000,2644,0.0660367261
2,soft_all_r8_l0_p1,0.4500000000,2644,0.0660470112
2,soft_all_r8_l0_p1,0.5000000000,2644,0.0660810229
2,soft_all_r8_l0_p1,0.5500000000,2644,0.0661387247
2,soft_all_r8_l0_p1,0.6000000000,2644,0.0662200545
2,soft_all_r8_l0_p1,0.6500000000,2644,0.0663249255
2,soft_all_r8_l0_p1,0.7000000000,2644,0.0664532261
2,soft_all_r8_l0_p1,0.7500000000,2644,0.0666048211
2,soft_all_r8_l0_p1,0.8000000000,2644,0.0667795517
2,soft_all_r8_l0_p2,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0_p2,0.0500000000,2644,0.0666266116
2,soft_all_r8_l0_p2,0.1000000000,2644,0.0664727791
2,soft_all_r8_l0_p2,0.1500000000,2644,0.0663432800
2,soft_all_r8_l0_p2,0.2000000000,2644,0.0662382568
2,soft_all_r8_l0_p2,0.2500000000,2644,0.0661578262
2,soft_all_r8_l0_p2,0.3000000000,2644,0.0661020780
2,soft_all_r8_l0_p2,0.3500000000,2644,0.0660710746
2,soft_all_r8_l0_p2,0.4000000000,2644,0.0660648508
2,soft_all_r8_l0_p2,0.4500000000,2644,0.0660834137
2,soft_all_r8_l0_p2,0.5000000000,2644,0.0661267424
2,soft_all_r8_l0_p2,0.5500000000,2644,0.0661947882
2,soft_all_r8_l0_p2,0.6000000000,2644,0.0662874751
2,soft_all_r8_l0_p2,0.6500000000,2644,0.0664046998
2,soft_all_r8_l0_p2,0.7000000000,2644,0.0665463327
2,soft_all_r8_l0_p2,0.7500000000,2644,0.0667122183
2,soft_all_r8_l0_p2,0.8000000000,2644,0.0669021762
2,soft_all_r8_l0_p4,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0_p4,0.0500000000,2644,0.0666277817
2,soft_all_r8_l0_p4,0.1000000000,2644,0.0664765683
2,soft_all_r8_l0_p4,0.1500000000,2644,0.0663511440
2,soft_all_r8_l0_p4,0.2000000000,2644,0.0662516554
2,soft_all_r8_l0_p4,0.2500000000,2644,0.0661782195
2,soft_all_r8_l0_p4,0.3000000000,2644,0.0661309230
2,soft_all_r8_l0_p4,0.3500000000,2644,0.0661098220
2,soft_all_r8_l0_p4,0.4000000000,2644,0.0661149416
2,soft_all_r8_l0_p4,0.4500000000,2644,0.0661462758
2,soft_all_r8_l0_p4,0.5000000000,2644,0.0662037873
2,soft_all_r8_l0_p4,0.5500000000,2644,0.0662874079
2,soft_all_r8_l0_p4,0.6000000000,2644,0.0663970391
2,soft_all_r8_l0_p4,0.6500000000,2644,0.0665325522
2,soft_all_r8_l0_p4,0.7000000000,2644,0.0666937895
2,soft_all_r8_l0_p4,0.7500000000,2644,0.0668805649
2,soft_all_r8_l0_p4,0.8000000000,2644,0.0670926652
2,soft_all_r8_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0.25_p1,0.0500000000,2644,0.0666349137
2,soft_all_r8_l0.25_p1,0.1000000000,2644,0.0664864822
2,soft_all_r8_l0.25_p1,0.1500000000,2644,0.0663594574
2,soft_all_r8_l0.25_p1,0.2000000000,2644,0.0662539623
2,soft_all_r8_l0.25_p1,0.2500000000,2644,0.0661701001
2,soft_all_r8_l0.25_p1,0.3000000000,2644,0.0661079530
2,soft_all_r8_l0.25_p1,0.3500000000,2644,0.0660675823
2,soft_all_r8_l0.25_p1,0.4000000000,2644,0.0660490279
2,soft_all_r8_l0.25_p1,0.4500000000,2644,0.0660523082
2,soft_all_r8_l0.25_p1,0.5000000000,2644,0.0660774199
2,soft_all_r8_l0.25_p1,0.5500000000,2644,0.0661243383
2,soft_all_r8_l0.25_p1,0.6000000000,2644,0.0661930168
2,soft_all_r8_l0.25_p1,0.6500000000,2644,0.0662833880
2,soft_all_r8_l0.25_p1,0.7000000000,2644,0.0663953631
2,soft_all_r8_l0.25_p1,0.7500000000,2644,0.0665288332
2,soft_all_r8_l0.25_p1,0.8000000000,2644,0.0666836691
2,soft_all_r8_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0.25_p2,0.0500000000,2644,0.0666296755
2,soft_all_r8_l0.25_p2,0.1000000000,2644,0.0664783793
2,soft_all_r8_l0.25_p2,0.1500000000,2644,0.0663508824
2,soft_all_r8_l0.25_p2,0.2000000000,2644,0.0662473223
2,soft_all_r8_l0.25_p2,0.2500000000,2644,0.0661678112
2,soft_all_r8_l0.25_p2,0.3000000000,2644,0.0661124360
2,soft_all_r8_l0.25_p2,0.3500000000,2644,0.0660812574
2,soft_all_r8_l0.25_p2,0.4000000000,2644,0.0660743096
2,soft_all_r8_l0.25_p2,0.4500000000,2644,0.0660916003
2,soft_all_r8_l0.25_p2,0.5000000000,2644,0.0661331103
2,soft_all_r8_l0.25_p2,0.5500000000,2644,0.0661987943
2,soft_all_r8_l0.25_p2,0.6000000000,2644,0.0662885803
2,soft_all_r8_l0.25_p2,0.6500000000,2644,0.0664023705
2,soft_all_r8_l0.25_p2,0.7000000000,2644,0.0665400418
2,soft_all_r8_l0.25_p2,0.7500000000,2644,0.0667014463
2,soft_all_r8_l0.25_p2,0.8000000000,2644,0.0668864123
2,soft_all_r8_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_all_r8_l0.25_p4,0.0500000000,2644,0.0666323294
2,soft_all_r8_l0.25_p4,0.1000000000,2644,0.0664852420
2,soft_all_r8_l0.25_p4,0.1500000000,2644,0.0663635147
2,soft_all_r8_l0.25_p4,0.2000000000,2644,0.0662672872
2,soft_all_r8_l0.25_p4,0.2500000000,2644,0.0661966708
2,soft_all_r8_l0.25_p4,0.3000000000,2644,0.0661517473
2,soft_all_r8_l0.25_p4,0.3500000000,2644,0.0661325692
2,soft_all_r8_l0.25_p4,0.4000000000,2644,0.0661391589
2,soft_all_r8_l0.25_p4,0.4500000000,2644,0.0661715087
2,soft_all_r8_l0.25_p4,0.5000000000,2644,0.0662295808
2,soft_all_r8_l0.25_p4,0.5500000000,2644,0.0663133077
2,soft_all_r8_l0.25_p4,0.6000000000,2644,0.0664225923
2,soft_all_r8_l0.25_p4,0.6500000000,2644,0.0665573087
2,soft_all_r8_l0.25_p4,0.7000000000,2644,0.0667173030
2,soft_all_r8_l0.25_p4,0.7500000000,2644,0.0669023936
2,soft_all_r8_l0.25_p4,0.8000000000,2644,0.0671123731
2,soft_all_r8_l1_p1,0.0000000000,2644,0.0668046092
2,soft_all_r8_l1_p1,0.0500000000,2644,0.0666499210
2,soft_all_r8_l1_p1,0.1000000000,2644,0.0665140702
2,soft_all_r8_l1_p1,0.1500000000,2644,0.0663971724
2,soft_all_r8_l1_p1,0.2000000000,2644,0.0662993278
2,soft_all_r8_l1_p1,0.2500000000,2644,0.0662206210
2,soft_all_r8_l1_p1,0.3000000000,2644,0.0661611202
2,soft_all_r8_l1_p1,0.3500000000,2644,0.0661208772
2,soft_all_r8_l1_p1,0.4000000000,2644,0.0660999272
2,soft_all_r8_l1_p1,0.4500000000,2644,0.0660982887
2,soft_all_r8_l1_p1,0.5000000000,2644,0.0661159629
2,soft_all_r8_l1_p1,0.5500000000,2644,0.0661529345
2,soft_all_r8_l1_p1,0.6000000000,2644,0.0662091711
2,soft_all_r8_l1_p1,0.6500000000,2644,0.0662846237
2,soft_all_r8_l1_p1,0.7000000000,2644,0.0663792268
2,soft_all_r8_l1_p1,0.7500000000,2644,0.0664928985
2,soft_all_r8_l1_p1,0.8000000000,2644,0.0666255414
2,soft_all_r8_l1_p2,0.0000000000,2644,0.0668046092
2,soft_all_r8_l1_p2,0.0500000000,2644,0.0666411597
2,soft_all_r8_l1_p2,0.1000000000,2644,0.0664993815
2,soft_all_r8_l1_p2,0.1500000000,2644,0.0663794138
2,soft_all_r8_l1_p2,0.2000000000,2644,0.0662813748
2,soft_all_r8_l1_p2,0.2500000000,2644,0.0662053620
2,soft_all_r8_l1_p2,0.3000000000,2644,0.0661514513
2,soft_all_r8_l1_p2,0.3500000000,2644,0.0661196968
2,soft_all_r8_l1_p2,0.4000000000,2644,0.0661101304
2,soft_all_r8_l1_p2,0.4500000000,2644,0.0661227617
2,soft_all_r8_l1_p2,0.5000000000,2644,0.0661575781
2,soft_all_r8_l1_p2,0.5500000000,2644,0.0662145445
2,soft_all_r8_l1_p2,0.6000000000,2644,0.0662936038
2,soft_all_r8_l1_p2,0.6500000000,2644,0.0663946771
2,soft_all_r8_l1_p2,0.7000000000,2644,0.0665176641
2,soft_all_r8_l1_p2,0.7500000000,2644,0.0666624434
2,soft_all_r8_l1_p2,0.8000000000,2644,0.0668288735
2,soft_all_r8_l1_p4,0.0000000000,2644,0.0668046092
2,soft_all_r8_l1_p4,0.0500000000,2644,0.0666459000
2,soft_all_r8_l1_p4,0.1000000000,2644,0.0665112045
2,soft_all_r8_l1_p4,0.1500000000,2644,0.0664006688
2,soft_all_r8_l1_p4,0.2000000000,2644,0.0663144139
2,soft_all_r8_l1_p4,0.2500000000,2644,0.0662525344
2,soft_all_r8_l1_p4,0.3000000000,2644,0.0662150987
2,soft_all_r8_l1_p4,0.3500000000,2644,0.0662021484
2,soft_all_r8_l1_p4,0.4000000000,2644,0.0662136977
2,soft_all_r8_l1_p4,0.4500000000,2644,0.0662497339
2,soft_all_r8_l1_p4,0.5000000000,2644,0.0663102170
2,soft_all_r8_l1_p4,0.5500000000,2644,0.0663950803
2,soft_all_r8_l1_p4,0.6000000000,2644,0.0665042304
2,soft_all_r8_l1_p4,0.6500000000,2644,0.0666375479
2,soft_all_r8_l1_p4,0.7000000000,2644,0.0667948881
2,soft_all_r8_l1_p4,0.7500000000,2644,0.0669760818
2,soft_all_r8_l1_p4,0.8000000000,2644,0.0671809360
2,soft_crop_r16_l0_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0_p1,0.0500000000,2644,0.0665883473
2,soft_crop_r16_l0_p1,0.1000000000,2644,0.0663950362
2,soft_crop_r16_l0_p1,0.1500000000,2644,0.0662248772
2,soft_crop_r16_l0_p1,0.2000000000,2644,0.0660780489
2,soft_crop_r16_l0_p1,0.2500000000,2644,0.0659547072
2,soft_crop_r16_l0_p1,0.3000000000,2644,0.0658549841
2,soft_crop_r16_l0_p1,0.3500000000,2644,0.0657789871
2,soft_crop_r16_l0_p1,0.4000000000,2644,0.0657267983
2,soft_crop_r16_l0_p1,0.4500000000,2644,0.0656984746
2,soft_crop_r16_l0_p1,0.5000000000,2644,0.0656940467
2,soft_crop_r16_l0_p1,0.5500000000,2644,0.0657135197
2,soft_crop_r16_l0_p1,0.6000000000,2644,0.0657568721
2,soft_crop_r16_l0_p1,0.6500000000,2644,0.0658240568
2,soft_crop_r16_l0_p1,0.7000000000,2644,0.0659150010
2,soft_crop_r16_l0_p1,0.7500000000,2644,0.0660296065
2,soft_crop_r16_l0_p1,0.8000000000,2644,0.0661677503
2,soft_crop_r16_l0_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0_p2,0.0500000000,2644,0.0665894165
2,soft_crop_r16_l0_p2,0.1000000000,2644,0.0663981667
2,soft_crop_r16_l0_p2,0.1500000000,2644,0.0662310673
2,soft_crop_r16_l0_p2,0.2000000000,2644,0.0660883015
2,soft_crop_r16_l0_p2,0.2500000000,2644,0.0659700272
2,soft_crop_r16_l0_p2,0.3000000000,2644,0.0658763764
2,soft_crop_r16_l0_p2,0.3500000000,2644,0.0658074542
2,soft_crop_r16_l0_p2,0.4000000000,2644,0.0657633383
2,soft_crop_r16_l0_p2,0.4500000000,2644,0.0657440787
2,soft_crop_r16_l0_p2,0.5000000000,2644,0.0657496972
2,soft_crop_r16_l0_p2,0.5500000000,2644,0.0657801874
2,soft_crop_r16_l0_p2,0.6000000000,2644,0.0658355149
2,soft_crop_r16_l0_p2,0.6500000000,2644,0.0659156170
2,soft_crop_r16_l0_p2,0.7000000000,2644,0.0660204035
2,soft_crop_r16_l0_p2,0.7500000000,2644,0.0661497572
2,soft_crop_r16_l0_p2,0.8000000000,2644,0.0663035343
2,soft_crop_r16_l0_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0_p4,0.0500000000,2644,0.0665903311
2,soft_crop_r16_l0_p4,0.1000000000,2644,0.0664014413
2,soft_crop_r16_l0_p4,0.1500000000,2644,0.0662381568
2,soft_crop_r16_l0_p4,0.2000000000,2644,0.0661006675
2,soft_crop_r16_l0_p4,0.2500000000,2644,0.0659891347
2,soft_crop_r16_l0_p4,0.3000000000,2644,0.0659036900
2,soft_crop_r16_l0_p4,0.3500000000,2644,0.0658444351
2,soft_crop_r16_l0_p4,0.4000000000,2644,0.0658114406
2,soft_crop_r16_l0_p4,0.4500000000,2644,0.0658047462
2,soft_crop_r16_l0_p4,0.5000000000,2644,0.0658243598
2,soft_crop_r16_l0_p4,0.5500000000,2644,0.0658702578
2,soft_crop_r16_l0_p4,0.6000000000,2644,0.0659423856
2,soft_crop_r16_l0_p4,0.6500000000,2644,0.0660406570
2,soft_crop_r16_l0_p4,0.7000000000,2644,0.0661649556
2,soft_crop_r16_l0_p4,0.7500000000,2644,0.0663151351
2,soft_crop_r16_l0_p4,0.8000000000,2644,0.0664910200
2,soft_crop_r16_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0.25_p1,0.0500000000,2644,0.0666007030
2,soft_crop_r16_l0.25_p1,0.1000000000,2644,0.0664180917
2,soft_crop_r16_l0.25_p1,0.1500000000,2644,0.0662569516
2,soft_crop_r16_l0.25_p1,0.2000000000,2644,0.0661174396
2,soft_crop_r16_l0.25_p1,0.2500000000,2644,0.0659996928
2,soft_crop_r16_l0.25_p1,0.3000000000,2644,0.0659038280
2,soft_crop_r16_l0.25_p1,0.3500000000,2644,0.0658299407
2,soft_crop_r16_l0.25_p1,0.4000000000,2644,0.0657781049
2,soft_crop_r16_l0.25_p1,0.4500000000,2644,0.0657483729
2,soft_crop_r16_l0.25_p1,0.5000000000,2644,0.0657407746
2,soft_crop_r16_l0.25_p1,0.5500000000,2644,0.0657553177
2,soft_crop_r16_l0.25_p1,0.6000000000,2644,0.0657919875
2,soft_crop_r16_l0.25_p1,0.6500000000,2644,0.0658507471
2,soft_crop_r16_l0.25_p1,0.7000000000,2644,0.0659315373
2,soft_crop_r16_l0.25_p1,0.7500000000,2644,0.0660342774
2,soft_crop_r16_l0.25_p1,0.8000000000,2644,0.0661588650
2,soft_crop_r16_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0.25_p2,0.0500000000,2644,0.0665922414
2,soft_crop_r16_l0.25_p2,0.1000000000,2644,0.0664034250
2,soft_crop_r16_l0.25_p2,0.1500000000,2644,0.0662383616
2,soft_crop_r16_l0.25_p2,0.2000000000,2644,0.0660972291
2,soft_crop_r16_l0.25_p2,0.2500000000,2644,0.0659801810
2,soft_crop_r16_l0.25_p2,0.3000000000,2644,0.0658873457
2,soft_crop_r16_l0.25_p2,0.3500000000,2644,0.0658188256
2,soft_crop_r16_l0.25_p2,0.4000000000,2644,0.0657746968
2,soft_crop_r16_l0.25_p2,0.4500000000,2644,0.0657550083
2,soft_crop_r16_l0.25_p2,0.5000000000,2644,0.0657597822
2,soft_crop_r16_l0.25_p2,0.5500000000,2644,0.0657890130
2,soft_crop_r16_l0.25_p2,0.6000000000,2644,0.0658426682
2,soft_crop_r16_l0.25_p2,0.6500000000,2644,0.0659206882
2,soft_crop_r16_l0.25_p2,0.7000000000,2644,0.0660229866
2,soft_crop_r16_l0.25_p2,0.7500000000,2644,0.0661494508
2,soft_crop_r16_l0.25_p2,0.8000000000,2644,0.0662999424
2,soft_crop_r16_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l0.25_p4,0.0500000000,2644,0.0665924983
2,soft_crop_r16_l0.25_p4,0.1000000000,2644,0.0664055281
2,soft_crop_r16_l0.25_p4,0.1500000000,2644,0.0662439114
2,soft_crop_r16_l0.25_p4,0.2000000000,2644,0.0661078342
2,soft_crop_r16_l0.25_p4,0.2500000000,2644,0.0659974545
2,soft_crop_r16_l0.25_p4,0.3000000000,2644,0.0659129014
2,soft_crop_r16_l0.25_p4,0.3500000000,2644,0.0658542744
2,soft_crop_r16_l0.25_p4,0.4000000000,2644,0.0658216427
2,soft_crop_r16_l0.25_p4,0.4500000000,2644,0.0658150451
2,soft_crop_r16_l0.25_p4,0.5000000000,2644,0.0658344893
2,soft_crop_r16_l0.25_p4,0.5500000000,2644,0.0658799522
2,soft_crop_r16_l0.25_p4,0.6000000000,2644,0.0659513801
2,soft_crop_r16_l0.25_p4,0.6500000000,2644,0.0660486888
2,soft_crop_r16_l0.25_p4,0.7000000000,2644,0.0661717640
2,soft_crop_r16_l0.25_p4,0.7500000000,2644,0.0663204624
2,soft_crop_r16_l0.25_p4,0.8000000000,2644,0.0664946119
2,soft_crop_r16_l1_p1,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l1_p1,0.0500000000,2644,0.0666228867
2,soft_crop_r16_l1_p1,0.1000000000,2644,0.0664602021
2,soft_crop_r16_l1_p1,0.1500000000,2644,0.0663166956
2,soft_crop_r16_l1_p1,0.2000000000,2644,0.0661924919
2,soft_crop_r16_l1_p1,0.2500000000,2644,0.0660876998
2,soft_crop_r16_l1_p1,0.3000000000,2644,0.0660024119
2,soft_crop_r16_l1_p1,0.3500000000,2644,0.0659367037
2,soft_crop_r16_l1_p1,0.4000000000,2644,0.0658906340
2,soft_crop_r16_l1_p1,0.4500000000,2644,0.0658642438
2,soft_crop_r16_l1_p1,0.5000000000,2644,0.0658575568
2,soft_crop_r16_l1_p1,0.5500000000,2644,0.0658705791
2,soft_crop_r16_l1_p1,0.6000000000,2644,0.0659032989
2,soft_crop_r16_l1_p1,0.6500000000,2644,0.0659556870
2,soft_crop_r16_l1_p1,0.7000000000,2644,0.0660276965
2,soft_crop_r16_l1_p1,0.7500000000,2644,0.0661192633
2,soft_crop_r16_l1_p1,0.8000000000,2644,0.0662303063
2,soft_crop_r16_l1_p2,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l1_p2,0.0500000000,2644,0.0666063318
2,soft_crop_r16_l1_p2,0.1000000000,2644,0.0664298908
2,soft_crop_r16_l1_p2,0.1500000000,2644,0.0662754606
2,soft_crop_r16_l1_p2,0.2000000000,2644,0.0661431952
2,soft_crop_r16_l1_p2,0.2500000000,2644,0.0660332281
2,soft_crop_r16_l1_p2,0.3000000000,2644,0.0659456706
2,soft_crop_r16_l1_p2,0.3500000000,2644,0.0658806121
2,soft_crop_r16_l1_p2,0.4000000000,2644,0.0658381194
2,soft_crop_r16_l1_p2,0.4500000000,2644,0.0658182360
2,soft_crop_r16_l1_p2,0.5000000000,2644,0.0658209827
2,soft_crop_r16_l1_p2,0.5500000000,2644,0.0658463564
2,soft_crop_r16_l1_p2,0.6000000000,2644,0.0658943311
2,soft_crop_r16_l1_p2,0.6500000000,2644,0.0659648574
2,soft_crop_r16_l1_p2,0.7000000000,2644,0.0660578631
2,soft_crop_r16_l1_p2,0.7500000000,2644,0.0661732535
2,soft_crop_r16_l1_p2,0.8000000000,2644,0.0663109116
2,soft_crop_r16_l1_p4,0.0000000000,2644,0.0668046092
2,soft_crop_r16_l1_p4,0.0500000000,2644,0.0666014504
2,soft_crop_r16_l1_p4,0.1000000000,2644,0.0664224645
2,soft_crop_r16_l1_p4,0.1500000000,2644,0.0662678473
2,soft_crop_r16_l1_p4,0.2000000000,2644,0.0661377698
2,soft_crop_r16_l1_p4,0.2500000000,2644,0.0660323770
2,soft_crop_r16_l1_p4,0.3000000000,2644,0.0659517873
2,soft_crop_r16_l1_p4,0.3500000000,2644,0.0658960915
2,soft_crop_r16_l1_p4,0.4000000000,2644,0.0658653530
2,soft_crop_r16_l1_p4,0.4500000000,2644,0.0658596066
2,soft_crop_r16_l1_p4,0.5000000000,2644,0.0658788588
2,soft_crop_r16_l1_p4,0.5500000000,2644,0.0659230879
2,soft_crop_r16_l1_p4,0.6000000000,2644,0.0659922434
2,soft_crop_r16_l1_p4,0.6500000000,2644,0.0660862473
2,soft_crop_r16_l1_p4,0.7000000000,2644,0.0662049937
2,soft_crop_r16_l1_p4,0.7500000000,2644,0.0663483496
2,soft_crop_r16_l1_p4,0.8000000000,2644,0.0665161560
2,soft_all_r16_l0_p1,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0_p1,0.0500000000,2644,0.0666585948
2,soft_all_r16_l0_p1,0.1000000000,2644,0.0665329527
2,soft_all_r16_l0_p1,0.1500000000,2644,0.0664277986
2,soft_all_r16_l0_p1,0.2000000000,2644,0.0663432298
2,soft_all_r16_l0_p1,0.2500000000,2644,0.0662793252
2,soft_all_r16_l0_p1,0.3000000000,2644,0.0662361445
2,soft_all_r16_l0_p1,0.3500000000,2644,0.0662137284
2,soft_all_r16_l0_p1,0.4000000000,2644,0.0662120978
2,soft_all_r16_l0_p1,0.4500000000,2644,0.0662312544
2,soft_all_r16_l0_p1,0.5000000000,2644,0.0662711801
2,soft_all_r16_l0_p1,0.5500000000,2644,0.0663318374
2,soft_all_r16_l0_p1,0.6000000000,2644,0.0664131695
2,soft_all_r16_l0_p1,0.6500000000,2644,0.0665151005
2,soft_all_r16_l0_p1,0.7000000000,2644,0.0666375360
2,soft_all_r16_l0_p1,0.7500000000,2644,0.0667803631
2,soft_all_r16_l0_p1,0.8000000000,2644,0.0669434514
2,soft_all_r16_l0_p2,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0_p2,0.0500000000,2644,0.0666675052
2,soft_all_r16_l0_p2,0.1000000000,2644,0.0665520263
2,soft_all_r16_l0_p2,0.1500000000,2644,0.0664582852
2,soft_all_r16_l0_p2,0.2000000000,2644,0.0663863741
2,soft_all_r16_l0_p2,0.2500000000,2644,0.0663363639
2,soft_all_r16_l0_p2,0.3000000000,2644,0.0663083042
2,soft_all_r16_l0_p2,0.3500000000,2644,0.0663022228
2,soft_all_r16_l0_p2,0.4000000000,2644,0.0663181258
2,soft_all_r16_l0_p2,0.4500000000,2644,0.0663559974
2,soft_all_r16_l0_p2,0.5000000000,2644,0.0664158000
2,soft_all_r16_l0_p2,0.5500000000,2644,0.0664974745
2,soft_all_r16_l0_p2,0.6000000000,2644,0.0666009403
2,soft_all_r16_l0_p2,0.6500000000,2644,0.0667260961
2,soft_all_r16_l0_p2,0.7000000000,2644,0.0668728201
2,soft_all_r16_l0_p2,0.7500000000,2644,0.0670409708
2,soft_all_r16_l0_p2,0.8000000000,2644,0.0672303873
2,soft_all_r16_l0_p4,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0_p4,0.0500000000,2644,0.0666742408
2,soft_all_r16_l0_p4,0.1000000000,2644,0.0665673773
2,soft_all_r16_l0_p4,0.1500000000,2644,0.0664841322
2,soft_all_r16_l0_p4,0.2000000000,2644,0.0664245942
2,soft_all_r16_l0_p4,0.2500000000,2644,0.0663888271
2,soft_all_r16_l0_p4,0.3000000000,2644,0.0663768694
2,soft_all_r16_l0_p4,0.3500000000,2644,0.0663887339
2,soft_all_r16_l0_p4,0.4000000000,2644,0.0664244079
2,soft_all_r16_l0_p4,0.4500000000,2644,0.0664838530
2,soft_all_r16_l0_p4,0.5000000000,2644,0.0665670055
2,soft_all_r16_l0_p4,0.5500000000,2644,0.0666737768
2,soft_all_r16_l0_p4,0.6000000000,2644,0.0668040535
2,soft_all_r16_l0_p4,0.6500000000,2644,0.0669576986
2,soft_all_r16_l0_p4,0.7000000000,2644,0.0671345515
2,soft_all_r16_l0_p4,0.7500000000,2644,0.0673344294
2,soft_all_r16_l0_p4,0.8000000000,2644,0.0675571279
2,soft_all_r16_l0.25_p1,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0.25_p1,0.0500000000,2644,0.0666622331
2,soft_all_r16_l0.25_p1,0.1000000000,2644,0.0665394916
2,soft_all_r16_l0.25_p1,0.1500000000,2644,0.0664364937
2,soft_all_r16_l0.25_p1,0.2000000000,2644,0.0663533311
2,soft_all_r16_l0.25_p1,0.2500000000,2644,0.0662900787
2,soft_all_r16_l0.25_p1,0.3000000000,2644,0.0662467934
2,soft_all_r16_l0.25_p1,0.3500000000,2644,0.0662235144
2,soft_all_r16_l0.25_p1,0.4000000000,2644,0.0662202628
2,soft_all_r16_l0.25_p1,0.4500000000,2644,0.0662370415
2,soft_all_r16_l0.25_p1,0.5000000000,2644,0.0662738354
2,soft_all_r16_l0.25_p1,0.5500000000,2644,0.0663306110
2,soft_all_r16_l0.25_p1,0.6000000000,2644,0.0664073172
2,soft_all_r16_l0.25_p1,0.6500000000,2644,0.0665038850
2,soft_all_r16_l0.25_p1,0.7000000000,2644,0.0666202281
2,soft_all_r16_l0.25_p1,0.7500000000,2644,0.0667562429
2,soft_all_r16_l0.25_p1,0.8000000000,2644,0.0669118096
2,soft_all_r16_l0.25_p2,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0.25_p2,0.0500000000,2644,0.0666684137
2,soft_all_r16_l0.25_p2,0.1000000000,2644,0.0665535952
2,soft_all_r16_l0.25_p2,0.1500000000,2644,0.0664602646
2,soft_all_r16_l0.25_p2,0.2000000000,2644,0.0663885125
2,soft_all_r16_l0.25_p2,0.2500000000,2644,0.0663384090
2,soft_all_r16_l0.25_p2,0.3000000000,2644,0.0663100030
2,soft_all_r16_l0.25_p2,0.3500000000,2644,0.0663033225
2,soft_all_r16_l0.25_p2,0.4000000000,2644,0.0663183741
2,soft_all_r16_l0.25_p2,0.4500000000,2644,0.0663551430
2,soft_all_r16_l0.25_p2,0.5000000000,2644,0.0664135930
2,soft_all_r16_l0.25_p2,0.5500000000,2644,0.0664936671
2,soft_all_r16_l0.25_p2,0.6000000000,2644,0.0665952872
2,soft_all_r16_l0.25_p2,0.6500000000,2644,0.0667183549
2,soft_all_r16_l0.25_p2,0.7000000000,2644,0.0668627517
2,soft_all_r16_l0.25_p2,0.7500000000,2644,0.0670283398
2,soft_all_r16_l0.25_p2,0.8000000000,2644,0.0672149625
2,soft_all_r16_l0.25_p4,0.0000000000,2644,0.0668046092
2,soft_all_r16_l0.25_p4,0.0500000000,2644,0.0666761208
2,soft_all_r16_l0.25_p4,0.1000000000,2644,0.0665708902
2,soft_all_r16_l0.25_p4,0.1500000000,2644,0.0664890279
2,soft_all_r16_l0.25_p4,0.2000000000,2644,0.0664306202
2,soft_all_r16_l0.25_p4,0.2500000000,2644,0.0663957291
2,soft_all_r16_l0.25_p4,0.3000000000,2644,0.0663843916
2,soft_all_r16_l0.25_p4,0.3500000000,2644,0.0663966198
2,soft_all_r16_l0.25_p4,0.4000000000,2644,0.0664324007
2,soft_all_r16_l0.25_p4,0.4500000000,2644,0.0664916963
2,soft_all_r16_l0.25_p4,0.5000000000,2644,0.0665744436
2,soft_all_r16_l0.25_p4,0.5500000000,2644,0.0666805555
2,soft_all_r16_l0.25_p4,0.6000000000,2644,0.0668099207
2,soft_all_r16_l0.25_p4,0.6500000000,2644,0.0669624042
2,soft_all_r16_l0.25_p4,0.7000000000,2644,0.0671378486
2,soft_all_r16_l0.25_p4,0.7500000000,2644,0.0673360745
2,soft_all_r16_l0.25_p4,0.8000000000,2644,0.0675568813
2,soft_all_r16_l1_p1,0.0000000000,2644,0.0668046092
2,soft_all_r16_l1_p1,0.0500000000,2644,0.0666693659
2,soft_all_r16_l1_p1,0.1000000000,2644,0.0665525773
