width,radius,source_profile,agg,held_seed,mode,alpha,n,coverage,rmse,base_rmse,delta
24,4,False,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0617701318,0.0627891573,-0.0010190255
24,4,False,mean,2,loo,0.1887564384,2644,0.9886535552,0.0640364701,0.0651086475,-0.0010721774
24,4,False,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0640269221,0.0651086475,-0.0010817254
24,4,False,mean,70404,loo,0.1934637887,2644,0.9901664145,0.0671655498,0.0680908876,-0.0009253378
24,4,False,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0671655419,0.0680908876,-0.0009253457
24,4,False,exp,0,loo,0.1940347854,2644,0.9931921331,0.0695784071,0.0703032685,-0.0007248614
24,4,False,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0695840495,0.0703032685,-0.0007192190
24,4,False,exp,1,loo,0.1905363390,2644,0.9863842663,0.0617912154,0.0627891573,-0.0009979419
24,4,False,exp,1,fixed020,0.2000000000,2644,0.9863842663,0.0617952172,0.0627891573,-0.0009939401
24,4,False,exp,2,loo,0.1862183108,2644,0.9886535552,0.0641091066,0.0651086475,-0.0009995409
24,4,False,exp,2,fixed020,0.2000000000,2644,0.9886535552,0.0641035264,0.0651086475,-0.0010051211
24,4,False,exp,70404,loo,0.1885508522,2644,0.9901664145,0.0671714081,0.0680908876,-0.0009194796
24,4,False,exp,70404,fixed020,0.2000000000,2644,0.9901664145,0.0671717492,0.0680908876,-0.0009191384
24,4,True,inv1,0,loo,0.2176535742,2644,0.9931921331,0.0697271079,0.0703032685,-0.0005761606
24,4,True,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0697290060,0.0703032685,-0.0005742626
24,4,True,inv1,1,loo,0.2059664609,2644,0.9863842663,0.0618782997,0.0627891573,-0.0009108576
24,4,True,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0618863644,0.0627891573,-0.0009027928
24,4,True,inv1,2,loo,0.2140974757,2644,0.9886535552,0.0643841926,0.0651086475,-0.0007244549
24,4,True,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0643910332,0.0651086475,-0.0007176143
24,4,True,inv1,70404,loo,0.2281604775,2644,0.9901664145,0.0676917574,0.0680908876,-0.0003991302
24,4,True,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0676666272,0.0680908876,-0.0004242604
24,4,True,inv2,0,loo,0.1902441792,2644,0.9931921331,0.0697155519,0.0703032685,-0.0005877166
24,4,True,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0697134394,0.0703032685,-0.0005898291
24,4,True,inv2,1,loo,0.1855262788,2644,0.9863842663,0.0619680428,0.0627891573,-0.0008211144
24,4,True,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0619566706,0.0627891573,-0.0008324866
24,4,True,inv2,2,loo,0.1949957866,2644,0.9886535552,0.0645124779,0.0651086475,-0.0005961696
24,4,True,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0645141142,0.0651086475,-0.0005945333
24,4,True,inv2,70404,loo,0.2016871044,2644,0.9901664145,0.0676928718,0.0680908876,-0.0003980158
24,4,True,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0676911038,0.0680908876,-0.0003997838
24,4,True,median,0,loo,0.2204784076,2644,0.9931921331,0.0697654416,0.0703032685,-0.0005378269
24,4,True,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0697682670,0.0703032685,-0.0005350015
24,4,True,median,1,loo,0.2107896976,2644,0.9863842663,0.0620684387,0.0627891573,-0.0007207186
24,4,True,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0620788913,0.0627891573,-0.0007102660
24,4,True,median,2,loo,0.2109990735,2644,0.9886535552,0.0644417672,0.0651086475,-0.0006668803
24,4,True,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0644517733,0.0651086475,-0.0006568742
24,4,True,median,70404,loo,0.2349958349,2644,0.9901664145,0.0678271297,0.0680908876,-0.0002637579
24,4,True,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0677913073,0.0680908876,-0.0002995803
24,4,True,mean,0,loo,0.2337036206,2644,0.9931921331,0.0698092311,0.0703032685,-0.0004940374
24,4,True,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0697984634,0.0703032685,-0.0005048051
24,4,True,mean,1,loo,0.2135296490,2644,0.9863842663,0.0618587025,0.0627891573,-0.0009304548
24,4,True,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0618802017,0.0627891573,-0.0009089555
24,4,True,mean,2,loo,0.2176921518,2644,0.9886535552,0.0642808818,0.0651086475,-0.0008277657
24,4,True,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0643010978,0.0651086475,-0.0008075497
24,4,True,mean,70404,loo,0.2397472367,2644,0.9901664145,0.0677143497,0.0680908876,-0.0003765379
24,4,True,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0676795520,0.0680908876,-0.0004113356
24,4,True,exp,0,loo,0.2269794242,2644,0.9931921331,0.0697585381,0.0703032685,-0.0005447304
24,4,True,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0697572800,0.0703032685,-0.0005459885
24,4,True,exp,1,loo,0.2112071575,2644,0.9863842663,0.0618637842,0.0627891573,-0.0009253730
24,4,True,exp,1,fixed020,0.2000000000,2644,0.9863842663,0.0618807684,0.0627891573,-0.0009083888
24,4,True,exp,2,loo,0.2180773087,2644,0.9886535552,0.0643396107,0.0651086475,-0.0007690368
24,4,True,exp,2,fixed020,0.2000000000,2644,0.9886535552,0.0643541417,0.0651086475,-0.0007545058
24,4,True,exp,70404,loo,0.2362989908,2644,0.9901664145,0.0677067245,0.0680908876,-0.0003841631
24,4,True,exp,70404,fixed020,0.2000000000,2644,0.9901664145,0.0676743294,0.0680908876,-0.0004165582
24,8,False,inv1,0,loo,0.1973643583,2644,0.9950832073,0.0695805624,0.0703032685,-0.0007227061
24,8,False,inv1,0,fixed020,0.2000000000,2644,0.9950832073,0.0695830376,0.0703032685,-0.0007202309
24,8,False,inv1,1,loo,0.1914291169,2644,0.9897881997,0.0617231760,0.0627891573,-0.0010659813
24,8,False,inv1,1,fixed020,0.2000000000,2644,0.9897881997,0.0617229811,0.0627891573,-0.0010661761
24,8,False,inv1,2,loo,0.1919440387,2644,0.9924357035,0.0641792924,0.0651086475,-0.0009293551
24,8,False,inv1,2,fixed020,0.2000000000,2644,0.9924357035,0.0641796998,0.0651086475,-0.0009289477
24,8,False,inv1,70404,loo,0.1899328478,2644,0.9916792738,0.0671381914,0.0680908876,-0.0009526962
24,8,False,inv1,70404,fixed020,0.2000000000,2644,0.9916792738,0.0671352518,0.0680908876,-0.0009556358
24,8,False,inv2,0,loo,0.1722385693,2644,0.9950832073,0.0696163178,0.0703032685,-0.0006869507
24,8,False,inv2,0,fixed020,0.2000000000,2644,0.9950832073,0.0696559769,0.0703032685,-0.0006472916
24,8,False,inv2,1,loo,0.1690338052,2644,0.9897881997,0.0618260133,0.0627891573,-0.0009631439
24,8,False,inv2,1,fixed020,0.2000000000,2644,0.9897881997,0.0618567748,0.0627891573,-0.0009323825
24,8,False,inv2,2,loo,0.1697730131,2644,0.9924357035,0.0642749032,0.0651086475,-0.0008337443
24,8,False,inv2,2,fixed020,0.2000000000,2644,0.9924357035,0.0643061956,0.0651086475,-0.0008024519
24,8,False,inv2,70404,loo,0.1658618195,2644,0.9916792738,0.0671880858,0.0680908876,-0.0009028018
24,8,False,inv2,70404,fixed020,0.2000000000,2644,0.9916792738,0.0671944068,0.0680908876,-0.0008964808
24,8,False,median,0,loo,0.1833374998,2644,0.9950832073,0.0696852347,0.0703032685,-0.0006180338
24,8,False,median,0,fixed020,0.2000000000,2644,0.9950832073,0.0696962738,0.0703032685,-0.0006069947
24,8,False,median,1,loo,0.1749204149,2644,0.9897881997,0.0619151380,0.0627891573,-0.0008740193
24,8,False,median,1,fixed020,0.2000000000,2644,0.9897881997,0.0619016326,0.0627891573,-0.0008875246
24,8,False,median,2,loo,0.1839323378,2644,0.9924357035,0.0645364012,0.0651086475,-0.0005722463
24,8,False,median,2,fixed020,0.2000000000,2644,0.9924357035,0.0645486615,0.0651086475,-0.0005599860
24,8,False,median,70404,loo,0.1826649765,2644,0.9916792738,0.0674713196,0.0680908876,-0.0006195681
24,8,False,median,70404,fixed020,0.2000000000,2644,0.9916792738,0.0674812576,0.0680908876,-0.0006096300
24,8,False,mean,0,loo,0.2035877340,2644,0.9950832073,0.0696123749,0.0703032685,-0.0006908936
24,8,False,mean,0,fixed020,0.2000000000,2644,0.9950832073,0.0696093132,0.0703032685,-0.0006939553
24,8,False,mean,1,loo,0.1944808473,2644,0.9897881997,0.0617179166,0.0627891573,-0.0010712406
24,8,False,mean,1,fixed020,0.2000000000,2644,0.9897881997,0.0617148642,0.0627891573,-0.0010742931
24,8,False,mean,2,loo,0.1974553155,2644,0.9924357035,0.0642295751,0.0651086475,-0.0008790724
24,8,False,mean,2,fixed020,0.2000000000,2644,0.9924357035,0.0642294179,0.0651086475,-0.0008792296
24,8,False,mean,70404,loo,0.1968397024,2644,0.9916792738,0.0672184010,0.0680908876,-0.0008724866
24,8,False,mean,70404,fixed020,0.2000000000,2644,0.9916792738,0.0672179184,0.0680908876,-0.0008729692
24,8,False,exp,0,loo,0.2043988223,2644,0.9950832073,0.0695770257,0.0703032685,-0.0007262428
24,8,False,exp,0,fixed020,0.2000000000,2644,0.9950832073,0.0695733391,0.0703032685,-0.0007299294
24,8,False,exp,1,loo,0.1978192594,2644,0.9897881997,0.0617093692,0.0627891573,-0.0010797880
24,8,False,exp,1,fixed020,0.2000000000,2644,0.9897881997,0.0617089188,0.0627891573,-0.0010802385
24,8,False,exp,2,loo,0.1974899616,2644,0.9924357035,0.0641461709,0.0651086475,-0.0009624766
24,8,False,exp,2,fixed020,0.2000000000,2644,0.9924357035,0.0641455198,0.0651086475,-0.0009631277
24,8,False,exp,70404,loo,0.1968371894,2644,0.9916792738,0.0671354334,0.0680908876,-0.0009554542
24,8,False,exp,70404,fixed020,0.2000000000,2644,0.9916792738,0.0671343195,0.0680908876,-0.0009565681
24,8,True,inv1,0,loo,0.2304260324,2644,0.9950832073,0.0697046490,0.0703032685,-0.0005986195
24,8,True,inv1,0,fixed020,0.2000000000,2644,0.9950832073,0.0697110581,0.0703032685,-0.0005922104
24,8,True,inv1,1,loo,0.2151854237,2644,0.9897881997,0.0618066793,0.0627891573,-0.0009824780
24,8,True,inv1,1,fixed020,0.2000000000,2644,0.9897881997,0.0618329187,0.0627891573,-0.0009562386
24,8,True,inv1,2,loo,0.2305954892,2644,0.9924357035,0.0644370911,0.0651086475,-0.0006715564
24,8,True,inv1,2,fixed020,0.2000000000,2644,0.9924357035,0.0644440712,0.0651086475,-0.0006645763
24,8,True,inv1,70404,loo,0.2388898216,2644,0.9916792738,0.0676417729,0.0680908876,-0.0004491147
24,8,True,inv1,70404,fixed020,0.2000000000,2644,0.9916792738,0.0676207148,0.0680908876,-0.0004701729
24,8,True,inv2,0,loo,0.1978074393,2644,0.9950832073,0.0696977308,0.0703032685,-0.0006055377
24,8,True,inv2,0,fixed020,0.2000000000,2644,0.9950832073,0.0696971442,0.0703032685,-0.0006061243
24,8,True,inv2,1,loo,0.1915590935,2644,0.9897881997,0.0619205149,0.0627891573,-0.0008686424
24,8,True,inv2,1,fixed020,0.2000000000,2644,0.9897881997,0.0619119364,0.0627891573,-0.0008772208
24,8,True,inv2,2,loo,0.2033161749,2644,0.9924357035,0.0645119529,0.0651086475,-0.0005966946
24,8,True,inv2,2,fixed020,0.2000000000,2644,0.9924357035,0.0645108718,0.0651086475,-0.0005977757
24,8,True,inv2,70404,loo,0.2083965628,2644,0.9916792738,0.0676672606,0.0680908876,-0.0004236271
24,8,True,inv2,70404,fixed020,0.2000000000,2644,0.9916792738,0.0676600505,0.0680908876,-0.0004308371
24,8,True,median,0,loo,0.2185063986,2644,0.9950832073,0.0697961167,0.0703032685,-0.0005071518
24,8,True,median,0,fixed020,0.2000000000,2644,0.9950832073,0.0698006818,0.0703032685,-0.0005025867
24,8,True,median,1,loo,0.2004957508,2644,0.9897881997,0.0620580886,0.0627891573,-0.0007310686
24,8,True,median,1,fixed020,0.2000000000,2644,0.9897881997,0.0620588890,0.0627891573,-0.0007302683
24,8,True,median,2,loo,0.2264679246,2644,0.9924357035,0.0647192685,0.0651086475,-0.0003893790
24,8,True,median,2,fixed020,0.2000000000,2644,0.9924357035,0.0647106195,0.0651086475,-0.0003980280
24,8,True,median,70404,loo,0.2314614077,2644,0.9916792738,0.0678087591,0.0680908876,-0.0002821285
24,8,True,median,70404,fixed020,0.2000000000,2644,0.9916792738,0.0677877755,0.0680908876,-0.0003031121
24,8,True,mean,0,loo,0.2361912339,2644,0.9950832073,0.0697865264,0.0703032685,-0.0005167421
24,8,True,mean,0,fixed020,0.2000000000,2644,0.9950832073,0.0697832146,0.0703032685,-0.0005200539
24,8,True,mean,1,loo,0.2112928317,2644,0.9897881997,0.0618213582,0.0627891573,-0.0009677991
24,8,True,mean,1,fixed020,0.2000000000,2644,0.9897881997,0.0618449741,0.0627891573,-0.0009441832
24,8,True,mean,2,loo,0.2337979436,2644,0.9924357035,0.0645107612,0.0651086475,-0.0005978863
24,8,True,mean,2,fixed020,0.2000000000,2644,0.9924357035,0.0645142158,0.0651086475,-0.0005944317
24,8,True,mean,70404,loo,0.2408779211,2644,0.9916792738,0.0676757802,0.0680908876,-0.0004151074
24,8,True,mean,70404,fixed020,0.2000000000,2644,0.9916792738,0.0676553743,0.0680908876,-0.0004355134
24,8,True,exp,0,loo,0.2395923832,2644,0.9950832073,0.0697362133,0.0703032685,-0.0005670552
24,8,True,exp,0,fixed020,0.2000000000,2644,0.9950832073,0.0697387608,0.0703032685,-0.0005645077
24,8,True,exp,1,loo,0.2200196419,2644,0.9897881997,0.0617911838,0.0627891573,-0.0009979734
24,8,True,exp,1,fixed020,0.2000000000,2644,0.9897881997,0.0618288270,0.0627891573,-0.0009603303
24,8,True,exp,2,loo,0.2350923824,2644,0.9924357035,0.0644007838,0.0651086475,-0.0007078637
24,8,True,exp,2,fixed020,0.2000000000,2644,0.9924357035,0.0644174609,0.0651086475,-0.0006911866
24,8,True,exp,70404,loo,0.2464966934,2644,0.9916792738,0.0676505936,0.0680908876,-0.0004402940
24,8,True,exp,70404,fixed020,0.2000000000,2644,0.9916792738,0.0676260257,0.0680908876,-0.0004648620
24,16,False,inv1,0,loo,0.2058118376,2644,0.9958396369,0.0696160023,0.0703032685,-0.0006872662
24,16,False,inv1,0,fixed020,0.2000000000,2644,0.9958396369,0.0696102679,0.0703032685,-0.0006930006
24,16,False,inv1,1,loo,0.1986853347,2644,0.9913010590,0.0617581238,0.0627891573,-0.0010310335
24,16,False,inv1,1,fixed020,0.2000000000,2644,0.9913010590,0.0617579855,0.0627891573,-0.0010311718
24,16,False,inv1,2,loo,0.1966576443,2644,0.9931921331,0.0641388023,0.0651086475,-0.0009698452
24,16,False,inv1,2,fixed020,0.2000000000,2644,0.9931921331,0.0641373324,0.0651086475,-0.0009713151
24,16,False,inv1,70404,loo,0.1964669695,2644,0.9928139183,0.0671375367,0.0680908876,-0.0009533509
24,16,False,inv1,70404,fixed020,0.2000000000,2644,0.9928139183,0.0671359527,0.0680908876,-0.0009549350
24,16,False,inv2,0,loo,0.1750675828,2644,0.9958396369,0.0696120627,0.0703032685,-0.0006912058
24,16,False,inv2,0,fixed020,0.2000000000,2644,0.9958396369,0.0696464888,0.0703032685,-0.0006567797
24,16,False,inv2,1,loo,0.1720157677,2644,0.9913010590,0.0618322406,0.0627891573,-0.0009569167
24,16,False,inv2,1,fixed020,0.2000000000,2644,0.9913010590,0.0618593923,0.0627891573,-0.0009297649
24,16,False,inv2,2,loo,0.1716891286,2644,0.9931921331,0.0642488312,0.0651086475,-0.0008598163
24,16,False,inv2,2,fixed020,0.2000000000,2644,0.9931921331,0.0642713975,0.0651086475,-0.0008372500
24,16,False,inv2,70404,loo,0.1684793372,2644,0.9928139183,0.0671806301,0.0680908876,-0.0009102575
24,16,False,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0671843519,0.0680908876,-0.0009065357
24,16,False,median,0,loo,0.1991363951,2644,0.9958396369,0.0698486961,0.0703032685,-0.0004545724
24,16,False,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0698497718,0.0703032685,-0.0004534967
24,16,False,median,1,loo,0.1832612407,2644,0.9913010590,0.0619898678,0.0627891573,-0.0007992895
24,16,False,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0619784392,0.0627891573,-0.0008107181
24,16,False,median,2,loo,0.1839490622,2644,0.9931921331,0.0644029822,0.0651086475,-0.0007056653
24,16,False,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0643934362,0.0651086475,-0.0007152113
24,16,False,median,70404,loo,0.1936604629,2644,0.9928139183,0.0675212515,0.0680908876,-0.0005696361
24,16,False,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0675252641,0.0680908876,-0.0005656235
24,16,False,mean,0,loo,0.2056224897,2644,0.9958396369,0.0698022767,0.0703032685,-0.0005009918
24,16,False,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0697940851,0.0703032685,-0.0005091834
24,16,False,mean,1,loo,0.1909058370,2644,0.9913010590,0.0618651211,0.0627891573,-0.0009240362
24,16,False,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0618601279,0.0627891573,-0.0009290293
24,16,False,mean,2,loo,0.1894126864,2644,0.9931921331,0.0642362871,0.0651086475,-0.0008723604
24,16,False,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0642282556,0.0651086475,-0.0008803919
24,16,False,mean,70404,loo,0.1953492874,2644,0.9928139183,0.0673399548,0.0680908876,-0.0007509328
24,16,False,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0673404399,0.0680908876,-0.0007504477
24,16,False,exp,0,loo,0.2095672621,2644,0.9958396369,0.0696016477,0.0703032685,-0.0007016208
24,16,False,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0695932511,0.0703032685,-0.0007100174
24,16,False,exp,1,loo,0.2021713331,2644,0.9913010590,0.0617379087,0.0627891573,-0.0010512485
24,16,False,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0617384473,0.0627891573,-0.0010507099
24,16,False,exp,2,loo,0.1999709475,2644,0.9931921331,0.0641154386,0.0651086475,-0.0009932089
24,16,False,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0641154215,0.0651086475,-0.0009932260
24,16,False,exp,70404,loo,0.2010742363,2644,0.9928139183,0.0671442155,0.0680908876,-0.0009466722
24,16,False,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0671446389,0.0680908876,-0.0009462487
24,16,True,inv1,0,loo,0.2405699478,2644,0.9958396369,0.0697528111,0.0703032685,-0.0005504574
24,16,True,inv1,0,fixed020,0.2000000000,2644,0.9958396369,0.0697543675,0.0703032685,-0.0005489010
24,16,True,inv1,1,loo,0.2224574544,2644,0.9913010590,0.0618389704,0.0627891573,-0.0009501868
24,16,True,inv1,1,fixed020,0.2000000000,2644,0.9913010590,0.0618764944,0.0627891573,-0.0009126629
24,16,True,inv1,2,loo,0.2351264132,2644,0.9931921331,0.0644237846,0.0651086475,-0.0006848629
24,16,True,inv1,2,fixed020,0.2000000000,2644,0.9931921331,0.0644415071,0.0651086475,-0.0006671404
24,16,True,inv1,70404,loo,0.2453736770,2644,0.9928139183,0.0676192898,0.0680908876,-0.0004715978
24,16,True,inv1,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676028646,0.0680908876,-0.0004880230
24,16,True,inv2,0,loo,0.1999870419,2644,0.9958396369,0.0697117043,0.0703032685,-0.0005915642
24,16,True,inv2,0,fixed020,0.2000000000,2644,0.9958396369,0.0697117016,0.0703032685,-0.0005915669
24,16,True,inv2,1,loo,0.1928967853,2644,0.9913010590,0.0619261904,0.0627891573,-0.0008629669
24,16,True,inv2,1,fixed020,0.2000000000,2644,0.9913010590,0.0619188350,0.0627891573,-0.0008703222
24,16,True,inv2,2,loo,0.2042020235,2644,0.9931921331,0.0645095493,0.0651086475,-0.0005990982
24,16,True,inv2,2,fixed020,0.2000000000,2644,0.9931921331,0.0645085691,0.0651086475,-0.0006000784
24,16,True,inv2,70404,loo,0.2098505884,2644,0.9928139183,0.0676641557,0.0680908876,-0.0004267319
24,16,True,inv2,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676560963,0.0680908876,-0.0004347913
24,16,True,median,0,loo,0.2433857048,2644,0.9958396369,0.0699673531,0.0703032685,-0.0003359154
24,16,True,median,0,fixed020,0.2000000000,2644,0.9958396369,0.0699508917,0.0703032685,-0.0003523768
24,16,True,median,1,loo,0.2127337961,2644,0.9913010590,0.0621501899,0.0627891573,-0.0006389674
24,16,True,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0621680025,0.0627891573,-0.0006211548
24,16,True,median,2,loo,0.2242003151,2644,0.9931921331,0.0646272343,0.0651086475,-0.0004814132
24,16,True,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0646430412,0.0651086475,-0.0004656063
24,16,True,median,70404,loo,0.2459480620,2644,0.9928139183,0.0678099779,0.0680908876,-0.0002809097
24,16,True,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0677842635,0.0680908876,-0.0003066241
24,16,True,mean,0,loo,0.2483031400,2644,0.9958396369,0.0699202661,0.0703032685,-0.0003830024
24,16,True,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0698934754,0.0703032685,-0.0004097931
24,16,True,mean,1,loo,0.2156509805,2644,0.9913010590,0.0619265992,0.0627891573,-0.0008625581
24,16,True,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0619559211,0.0627891573,-0.0008332362
24,16,True,mean,2,loo,0.2309069928,2644,0.9931921331,0.0644938258,0.0651086475,-0.0006148217
24,16,True,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0645138440,0.0651086475,-0.0005948035
24,16,True,mean,70404,loo,0.2450498867,2644,0.9928139183,0.0676759286,0.0680908876,-0.0004149590
24,16,True,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676593873,0.0680908876,-0.0004315003
24,16,True,exp,0,loo,0.2454602609,2644,0.9958396369,0.0697726704,0.0703032685,-0.0005305981
24,16,True,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0697700695,0.0703032685,-0.0005331990
24,16,True,exp,1,loo,0.2236216032,2644,0.9913010590,0.0618180130,0.0627891573,-0.0009711443
24,16,True,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0618615195,0.0627891573,-0.0009276378
24,16,True,exp,2,loo,0.2372507207,2644,0.9931921331,0.0644006052,0.0651086475,-0.0007080423
